Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,HST,AC,AST,MaxCH,AY,HY
2024-05-14,SP1,Girona,Villarreal,0,1,A,0,0,2023/2024,0,60.0,60.0,68.42,57.89,22,11,14,3,4.81,5,5,1,3,1.73,5,1
2024-05-25,SP1,Osasuna,Villarreal,1,1,D,1,0,2023/2024,0,40.0,20.0,26.32,57.89,12,11,6,13,2.7,6,6,4,3,2.67,3,4
2024-08-23,SP1,Sevilla,Villarreal,1,2,A,1,1,2024/2025,1,100.0,100.0,26.32,57.89,15,6,7,15,3.32,7,9,2,5,2.3,5,3
2024-08-31,SP1,Valencia,Villarreal,1,1,D,1,1,2024/2025,0,50.0,50.0,47.37,57.89,22,9,11,15,2.95,14,6,3,3,2.78,5,3
2024-09-14,SP1,Mallorca,Villarreal,1,2,A,0,1,2024/2025,1,66.67,33.33,47.37,57.89,10,21,10,11,3.39,7,5,6,4,2.46,3,3
2024-09-26,SP1,Espanol,Villarreal,1,2,A,1,1,2024/2025,1,75.0,75.0,36.84,57.89,11,15,14,12,2.18,4,2,1,4,3.64,3,5
2024-10-05,SP1,Real Madrid,Villarreal,2,0,H,1,0,2024/2025,0,60.0,60.0,63.16,57.89,11,10,11,7,11.93,2,2,5,1,1.29,1,0
2024-10-26,SP1,Valladolid,Villarreal,1,2,A,0,1,2024/2025,1,60.0,60.0,47.37,57.89,7,21,13,16,2.05,4,3,6,9,4.1,3,4
2024-11-24,SP1,Osasuna,Villarreal,2,2,D,2,0,2024/2025,1,80.0,80.0,57.89,57.89,4,17,13,12,2.86,0,3,8,7,2.78,5,6
2024-12-08,SP1,Ath Bilbao,Villarreal,2,0,H,1,0,2024/2025,0,60.0,40.0,36.84,57.89,12,11,10,15,4.7,3,4,3,1,1.95,1,2
2024-12-22,SP1,Leganes,Villarreal,2,5,A,2,2,2024/2025,1,60.0,80.0,47.37,57.89,5,18,15,17,1.95,1,3,5,9,4.56,2,1
2025-01-13,SP1,Sociedad,Villarreal,1,0,H,0,0,2024/2025,0,60.0,0.0,42.11,57.89,6,15,6,17,4.22,3,3,7,5,2.14,2,4
2025-01-25,SP1,Ath Madrid,Villarreal,1,1,D,0,1,2024/2025,0,40.0,40.0,52.63,57.89,20,11,14,10,4.42,5,8,6,1,2.05,2,4
2025-02-08,SP1,Las Palmas,Villarreal,1,2,A,0,0,2024/2025,1,40.0,60.0,47.37,57.89,20,9,12,12,1.65,6,4,5,4,5.8,3,6
2025-02-22,SP1,Vallecano,Villarreal,0,1,A,0,0,2024/2025,0,40.0,60.0,52.63,57.89,10,10,12,15,2.75,3,5,5,5,2.87,4,1
2025-03-08,SP1,Alaves,Villarreal,1,0,H,1,0,2024/2025,0,20.0,0.0,15.79,57.89,5,24,13,11,2.62,1,3,6,2,3.23,1,3
2025-03-30,SP1,Getafe,Villarreal,1,2,A,1,2,2024/2025,1,40.0,60.0,26.32,57.89,11,9,21,16,2.5,3,4,1,3,3.42,4,1
2025-04-13,SP1,Betis,Villarreal,1,2,A,1,1,2024/2025,1,60.0,80.0,57.89,57.89,24,8,13,4,3.51,5,5,5,2,2.25,4,0
2025-04-23,SP1,Celta,Villarreal,3,0,H,1,0,2024/2025,1,60.0,40.0,57.89,57.89,21,4,10,16,3.02,6,9,3,1,2.57,1,2
2025-05-10,SP1,Girona,Villarreal,0,1,A,0,0,2024/2025,0,60.0,20.0,68.42,57.89,7,14,10,13,2.4,5,0,3,5,3.14,3,2
2025-05-18,SP1,Barcelona,Villarreal,2,3,A,2,1,2024/2025,1,80.0,60.0,68.42,57.89,24,7,9,14,4.41,11,9,3,3,1.76,0,2
2025-08-31,SP1,Celta,Villarreal,1,1,D,0,0,2025/2026,0,0.0,0.0,0.0,0.0,10,8,8,11,2.28,1,2,5,3,3.25,1,1
