Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,HST,AC,AST,MaxCH,AY,HY
2024-12-15,SP1,Barcelona,Leganes,0,1,A,0,1,2024/2025,0,40.0,60.0,68.42,36.84,20,6,13,5,26.0,8,4,2,4,1.18,2,0
2025-01-11,SP1,Espanol,Leganes,1,1,D,1,1,2024/2025,0,40.0,20.0,36.84,36.84,15,14,19,15,4.5,8,5,4,6,2.24,2,2
2025-01-26,SP1,Ath Bilbao,Leganes,0,0,D,0,0,2024/2025,0,20.0,20.0,36.84,36.84,29,5,8,10,11.02,16,3,1,2,1.41,1,1
2025-02-09,SP1,Valencia,Leganes,2,0,H,2,0,2024/2025,0,0.0,60.0,47.37,36.84,18,12,9,14,5.69,9,4,3,4,1.83,1,1
2025-02-23,SP1,Sociedad,Leganes,3,0,H,1,0,2024/2025,1,20.0,60.0,42.11,36.84,12,8,13,13,7.2,3,5,3,2,1.64,3,3
2025-03-08,SP1,Celta,Leganes,2,1,H,2,1,2024/2025,1,40.0,60.0,57.89,36.84,7,12,9,10,7.0,2,4,5,6,1.6,2,3
2025-03-29,SP1,Real Madrid,Leganes,3,2,H,1,2,2024/2025,1,60.0,60.0,63.16,36.84,24,10,13,9,17.0,8,10,3,4,1.22,4,1
2025-04-19,SP1,Mallorca,Leganes,0,0,D,0,0,2024/2025,0,60.0,60.0,47.37,36.84,11,15,15,17,6.0,4,1,4,1,1.9,1,2
2025-05-04,SP1,Sevilla,Leganes,2,2,D,1,1,2024/2025,1,80.0,40.0,26.32,36.84,25,9,12,17,5.99,8,7,2,3,1.7,5,4
2025-05-14,SP1,Villarreal,Leganes,3,0,H,3,0,2024/2025,1,80.0,60.0,73.68,36.84,17,23,11,5,10.0,3,7,6,6,1.33,1,1
2025-05-18,SP1,Las Palmas,Leganes,0,1,A,0,1,2024/2025,0,60.0,40.0,47.37,36.84,12,11,12,15,2.33,9,3,2,4,3.36,2,2
2025-08-16,SP1,Alaves,Levante,2,1,H,1,0,2025/2026,1,100.0,100.0,50.0,50.0,15,7,13,15,4.0,10,4,1,3,2.12,1,0
2025-08-29,SP1,Elche,Levante,2,0,H,0,0,2025/2026,0,50.0,0.0,0.0,50.0,16,11,17,14,3.75,4,5,2,1,2.19,2,1
2023-08-12,SP1,Las Palmas,Mallorca,1,1,D,1,0,2023/2024,0,0.0,0.0,31.58,31.58,5,12,21,11,3.4,3,2,6,2,2.76,2,3
2023-08-26,SP1,Granada,Mallorca,3,2,H,1,1,2023/2024,1,50.0,50.0,47.37,31.58,10,10,27,11,3.1,5,4,3,5,2.81,7,2
2023-09-16,SP1,Celta,Mallorca,0,1,A,0,0,2023/2024,0,33.33,0.0,42.11,31.58,16,7,15,9,4.71,10,4,1,4,2.15,3,1
2023-09-23,SP1,Girona,Mallorca,5,3,H,4,1,2023/2024,1,50.0,66.67,68.42,31.58,23,15,12,10,4.95,6,10,5,5,1.96,5,1
2023-09-30,SP1,Vallecano,Mallorca,2,2,D,1,1,2023/2024,1,60.0,50.0,36.84,31.58,19,9,20,12,4.6,5,5,0,4,2.19,5,2
2023-10-21,SP1,Sociedad,Mallorca,1,0,H,0,0,2023/2024,0,60.0,60.0,31.58,31.58,14,18,16,14,7.5,2,6,5,7,1.73,3,3
2023-11-04,SP1,Betis,Mallorca,2,0,H,1,0,2023/2024,0,40.0,40.0,36.84,31.58,22,8,16,13,5.25,6,3,1,1,1.91,4,1
2023-11-25,SP1,Ath Madrid,Mallorca,1,0,H,0,0,2023/2024,0,40.0,80.0,78.95,31.58,20,8,19,8,10.0,7,3,3,1,1.38,0,0
2023-12-17,SP1,Almeria,Mallorca,0,0,D,0,0,2023/2024,0,20.0,60.0,68.42,31.58,7,20,9,12,3.53,4,1,4,2,2.68,1,2
2024-01-03,SP1,Real Madrid,Mallorca,1,0,H,0,0,2023/2024,0,0.0,40.0,57.89,31.58,17,7,15,5,16.7,5,5,4,0,1.25,3,2
2024-01-20,SP1,Villarreal,Mallorca,1,1,D,1,0,2023/2024,0,0.0,80.0,73.68,31.58,18,8,11,13,3.95,4,5,6,2,2.17,2,2
2024-02-02,SP1,Ath Bilbao,Mallorca,4,0,H,2,0,2023/2024,1,20.0,60.0,57.89,31.58,13,6,15,17,8.4,6,6,2,2,1.55,1,0
2024-02-24,SP1,Alaves,Mallorca,1,1,D,0,0,2023/2024,0,20.0,20.0,26.32,31.58,9,15,15,7,5.4,3,1,3,8,1.96,2,0
2024-03-08,SP1,Barcelona,Mallorca,1,0,H,0,0,2023/2024,0,20.0,60.0,57.89,31.58,20,9,14,9,7.71,4,6,1,3,1.48,1,1
2024-03-30,SP1,Valencia,Mallorca,0,0,D,0,0,2023/2024,0,20.0,40.0,36.84,31.58,14,11,11,8,4.25,3,5,3,3,2.21,2,0
2024-04-22,SP1,Sevilla,Mallorca,2,1,H,0,0,2023/2024,1,40.0,60.0,57.89,31.58,11,8,8,10,4.33,4,4,4,6,2.15,2,0
2024-04-28,SP1,Cadiz,Mallorca,1,1,D,0,1,2023/2024,0,20.0,20.0,26.32,31.58,10,9,21,14,3.15,3,2,1,2,2.96,2,3
2024-05-14,SP1,Osasuna,Mallorca,1,1,D,1,0,2023/2024,0,20.0,20.0,26.32,31.58,10,10,11,12,3.16,2,4,4,4,2.88,1,0
2024-05-26,SP1,Getafe,Mallorca,1,2,A,0,0,2023/2024,1,40.0,40.0,31.58,31.58,16,9,10,12,3.45,3,6,4,4,2.41,2,0
2024-08-24,SP1,Osasuna,Mallorca,1,0,H,0,0,2024/2025,0,0.0,0.0,57.89,31.58,15,11,8,10,3.51,5,5,4,2,2.43,1,2
2024-08-31,SP1,Leganes,Mallorca,0,1,A,0,1,2024/2025,0,0.0,50.0,47.37,31.58,4,12,17,11,3.19,1,2,3,3,2.9,3,1
2024-09-23,SP1,Betis,Mallorca,1,2,A,1,1,2024/2025,1,33.33,50.0,57.89,31.58,14,6,12,12,5.5,6,6,3,6,1.9,2,3
2024-09-27,SP1,Valladolid,Mallorca,1,2,A,0,0,2024/2025,1,50.0,25.0,47.37,31.58,11,14,9,15,2.63,7,1,4,6,3.47,2,3
2024-10-05,SP1,Espanol,Mallorca,2,1,H,1,0,2024/2025,1,60.0,80.0,36.84,31.58,8,11,19,14,2.4,4,3,6,4,3.79,5,1
2024-11-01,SP1,Alaves,Mallorca,1,0,H,0,0,2024/2025,0,60.0,60.0,15.79,31.58,13,7,12,19,3.89,7,3,2,2,2.41,2,3
2024-11-23,SP1,Las Palmas,Mallorca,2,3,A,0,0,2024/2025,1,80.0,40.0,47.37,31.58,14,10,18,10,2.95,4,3,3,3,2.96,2,4
2024-12-21,SP1,Getafe,Mallorca,0,1,A,0,0,2024/2025,0,40.0,0.0,26.32,31.58,18,9,13,19,4.29,3,5,0,2,2.51,3,4
2025-01-20,SP1,Villarreal,Mallorca,4,0,H,4,0,2024/2025,1,40.0,80.0,73.68,31.58,14,9,12,9,6.08,6,7,5,2,1.75,3,1
2025-02-01,SP1,Ath Madrid,Mallorca,2,0,H,1,0,2024/2025,0,40.0,20.0,52.63,31.58,17,10,14,9,8.5,10,5,4,1,1.53,3,2
2025-02-24,SP1,Sevilla,Mallorca,1,1,D,1,0,2024/2025,0,20.0,20.0,26.32,31.58,19,13,12,11,4.67,4,4,4,2,2.05,3,1
2025-03-09,SP1,Ath Bilbao,Mallorca,1,1,D,0,0,2024/2025,0,20.0,40.0,36.84,31.58,8,9,13,6,6.09,3,2,3,2,1.76,3,1
2025-03-30,SP1,Valencia,Mallorca,1,0,H,0,0,2024/2025,0,20.0,60.0,47.37,31.58,8,8,15,16,4.52,4,2,5,2,2.05,5,5
2025-04-12,SP1,Sociedad,Mallorca,0,2,A,0,1,2024/2025,0,0.0,60.0,42.11,31.58,15,7,12,11,4.63,8,4,2,3,2.13,1,3
2025-04-22,SP1,Barcelona,Mallorca,1,0,H,0,0,2024/2025,0,0.0,60.0,68.42,31.58,40,4,7,10,11.0,13,13,2,0,1.32,1,0
2025-05-05,SP1,Girona,Mallorca,1,0,H,1,0,2024/2025,0,0.0,40.0,68.42,31.58,13,9,14,11,4.23,5,6,2,1,2.1,2,0
2025-05-14,SP1,Real Madrid,Mallorca,2,1,H,0,1,2024/2025,1,20.0,80.0,63.16,31.58,39,4,15,6,7.77,26,13,0,2,1.46,3,0
2025-05-24,SP1,Vallecano,Mallorca,0,0,D,0,0,2024/2025,0,20.0,40.0,52.63,31.58,27,9,14,9,7.6,11,8,2,2,1.53,2,2
2025-08-30,SP1,Real Madrid,Mallorca,2,1,H,2,1,2025/2026,1,100.0,50.0,50.0,100.0,17,9,7,12,17.0,4,7,5,5,1.18,0,2
2023-08-13,SP1,Celta,Osasuna,0,2,A,0,1,2023/2024,0,0.0,0.0,42.11,57.89,11,11,15,11,4.2,7,1,2,5,2.19,1,1
2023-08-27,SP1,Valencia,Osasuna,1,2,A,0,1,2023/2024,1,50.0,50.0,36.84,57.89,16,7,12,13,5.9,6,4,3,2,1.83,4,3
2023-09-17,SP1,Getafe,Osasuna,3,2,H,1,1,2023/2024,1,66.67,33.33,31.58,57.89,11,8,11,15,3.4,6,6,3,3,2.72,2,6
2023-10-01,SP1,Alaves,Osasuna,0,2,A,0,1,2023/2024,0,50.0,25.0,26.32,57.89,17,10,13,13,3.55,4,3,2,3,2.69,3,2
2023-10-07,SP1,Real Madrid,Osasuna,4,0,H,1,0,2023/2024,1,60.0,75.0,57.89,57.89,19,7,6,9,13.0,5,9,4,1,1.3,2,2
2023-10-29,SP1,Betis,Osasuna,2,1,H,1,0,2023/2024,1,80.0,40.0,36.84,57.89,9,7,25,10,4.62,6,2,3,1,2.07,4,3
2023-11-26,SP1,Villarreal,Osasuna,3,1,H,0,0,2023/2024,1,80.0,80.0,73.68,57.89,10,15,14,9,3.7,2,3,4,7,2.21,0,0
2023-12-10,SP1,Cadiz,Osasuna,1,1,D,1,0,2023/2024,0,60.0,40.0,26.32,57.89,12,13,16,15,2.96,2,5,4,5,3.03,2,1
2023-12-21,SP1,Mallorca,Osasuna,3,2,H,1,1,2023/2024,1,80.0,20.0,26.32,57.89,15,12,12,11,4.11,6,8,0,7,2.45,1,3
2024-01-28,SP1,Sevilla,Osasuna,1,1,D,1,0,2023/2024,0,60.0,40.0,57.89,57.89,10,11,13,19,4.06,2,5,4,4,2.2,0,3
2024-01-31,SP1,Barcelona,Osasuna,1,0,H,0,0,2023/2024,0,40.0,60.0,57.89,57.89,16,9,12,9,10.3,6,4,6,1,1.38,2,1
2024-02-10,SP1,Sociedad,Osasuna,0,1,A,0,0,2023/2024,0,20.0,20.0,31.58,57.89,21,9,11,11,6.18,7,3,4,2,1.96,0,0
2024-02-25,SP1,Las Palmas,Osasuna,1,1,D,0,0,2023/2024,0,20.0,60.0,31.58,57.89,9,6,15,6,3.41,6,3,7,2,2.58,1,2
2024-03-09,SP1,Girona,Osasuna,2,0,H,1,0,2023/2024,0,0.0,60.0,68.42,57.89,11,7,16,10,6.5,5,6,7,1,1.63,3,3
2024-03-30,SP1,Almeria,Osasuna,0,3,A,0,2,2023/2024,1,20.0,80.0,68.42,57.89,12,6,14,12,3.1,6,5,1,4,2.57,2,3
2024-04-20,SP1,Vallecano,Osasuna,2,1,H,0,1,2023/2024,1,40.0,20.0,36.84,57.89,17,6,15,9,4.4,5,6,1,2,2.25,1,4
2024-04-28,SP1,Granada,Osasuna,3,0,H,1,0,2023/2024,1,60.0,40.0,47.37,57.89,12,11,5,17,3.46,0,4,6,2,2.56,0,4
2024-05-11,SP1,Ath Bilbao,Osasuna,2,2,D,0,1,2023/2024,1,80.0,20.0,57.89,57.89,15,13,14,9,9.39,8,6,6,3,1.46,4,2
2024-05-19,SP1,Ath Madrid,Osasuna,1,4,A,0,1,2023/2024,1,100.0,80.0,78.95,57.89,15,15,9,12,11.0,7,2,5,6,1.35,2,2
2024-08-29,SP1,Girona,Osasuna,4,0,H,1,0,2024/2025,1,100.0,100.0,68.42,31.58,10,1,9,10,5.41,5,5,0,0,1.73,0,0
2024-09-16,SP1,Vallecano,Osasuna,3,1,H,0,1,2024/2025,1,100.0,100.0,52.63,31.58,17,5,15,12,4.2,7,6,4,2,2.18,2,3
2024-09-24,SP1,Valencia,Osasuna,0,0,D,0,0,2024/2025,0,66.67,25.0,47.37,31.58,10,9,11,6,4.61,10,2,5,2,2.08,3,2
2024-10-05,SP1,Getafe,Osasuna,1,1,D,1,0,2024/2025,0,50.0,0.0,26.32,31.58,11,6,10,17,4.21,4,3,2,2,2.22,4,2
2024-10-27,SP1,Sociedad,Osasuna,0,2,A,0,2,2024/2025,0,40.0,40.0,42.11,31.58,19,10,14,7,6.3,14,9,4,4,1.68,4,3
2024-11-09,SP1,Real Madrid,Osasuna,4,0,H,2,0,2024/2025,1,40.0,80.0,63.16,31.58,18,2,16,9,12.5,11,8,3,0,1.31,2,0
2024-12-02,SP1,Sevilla,Osasuna,1,1,D,0,0,2024/2025,0,20.0,20.0,26.32,31.58,12,7,15,11,4.3,5,5,1,3,2.14,1,1
2024-12-14,SP1,Espanol,Osasuna,0,0,D,0,0,2024/2025,0,20.0,60.0,36.84,31.58,9,6,13,13,2.85,5,3,4,0,2.9,1,3
2025-01-12,SP1,Ath Madrid,Osasuna,1,0,H,0,0,2024/2025,0,20.0,40.0,52.63,31.58,9,6,14,8,12.0,4,5,0,1,1.34,0,2
2025-01-24,SP1,Las Palmas,Osasuna,1,1,D,0,0,2024/2025,0,20.0,60.0,47.37,31.58,16,16,17,14,3.15,4,7,2,4,2.65,8,7
2025-02-10,SP1,Mallorca,Osasuna,1,1,D,0,0,2024/2025,0,0.0,60.0,47.37,31.58,10,19,11,7,3.79,7,2,11,4,2.38,4,1
2025-02-21,SP1,Celta,Osasuna,1,0,H,0,0,2024/2025,0,0.0,40.0,57.89,31.58,12,18,13,11,5.4,5,5,4,1,1.75,0,1
2025-03-27,SP1,Barcelona,Osasuna,3,0,H,2,0,2024/2025,1,20.0,60.0,68.42,31.58,19,4,14,7,17.0,8,5,4,0,1.23,3,1
2025-03-30,SP1,Ath Bilbao,Osasuna,0,0,D,0,0,2024/2025,0,20.0,40.0,36.84,31.58,11,5,12,12,8.0,3,5,4,2,1.54,1,1
2025-04-07,SP1,Leganes,Osasuna,1,1,D,0,0,2024/2025,0,20.0,40.0,47.37,31.58,13,14,14,18,3.03,4,7,8,6,2.88,3,3
2025-04-20,SP1,Valladolid,Osasuna,2,3,A,0,2,2024/2025,1,40.0,60.0,47.37,31.58,12,11,17,12,1.78,5,5,2,6,5.6,0,2
2025-05-03,SP1,Villarreal,Osasuna,4,2,H,3,0,2024/2025,1,60.0,60.0,73.68,31.58,15,11,18,10,7.62,2,5,8,4,1.46,1,4
2025-05-11,SP1,Betis,Osasuna,1,1,D,0,0,2024/2025,0,40.0,60.0,57.89,31.58,10,16,12,8,5.61,6,5,7,5,1.68,2,3
2025-05-24,SP1,Alaves,Osasuna,1,1,D,0,0,2024/2025,0,40.0,0.0,15.79,31.58,14,19,6,15,2.42,5,5,9,5,3.46,2,2
2025-08-19,SP1,Real Madrid,Osasuna,1,0,H,0,0,2025/2026,0,0.0,0.0,50.0,0.0,18,2,12,10,13.0,7,5,0,0,1.24,0,1
2025-08-31,SP1,Espanol,Osasuna,1,0,H,0,0,2025/2026,0,0.0,50.0,50.0,0.0,10,10,14,13,3.15,2,4,3,3,2.55,3,2
2025-08-15,SP1,Villarreal,Oviedo,2,0,H,2,0,2025/2026,0,0.0,0.0,50.0,0.0,25,5,8,10,9.0,10,10,1,4,1.42,2,1
2023-08-12,SP1,Ath Bilbao,Real Madrid,0,2,A,0,2,2023/2024,0,0.0,0.0,57.89,52.63,7,14,6,18,2.29,7,1,5,8,3.7,1,3
2023-08-19,SP1,Almeria,Real Madrid,1,3,A,1,1,2023/2024,1,50.0,50.0,68.42,52.63,20,24,13,10,1.45,4,8,5,9,7.8,0,1
2023-08-25,SP1,Celta,Real Madrid,0,1,A,0,0,2023/2024,0,33.33,0.0,42.11,52.63,13,10,14,19,1.9,3,4,5,3,5.13,3,2
2023-09-24,SP1,Ath Madrid,Real Madrid,3,1,H,2,1,2023/2024,1,50.0,100.0,78.95,52.63,10,20,10,13,2.7,6,4,11,5,3.15,3,1
2023-09-30,SP1,Girona,Real Madrid,0,3,A,0,2,2023/2024,1,60.0,75.0,68.42,52.63,13,14,14,13,1.98,1,3,4,7,4.18,2,2
2023-10-21,SP1,Sevilla,Real Madrid,1,1,D,0,0,2023/2024,0,60.0,60.0,57.89,52.63,17,14,6,13,1.81,4,7,6,5,4.83,2,5
2023-10-28,SP1,Barcelona,Real Madrid,1,2,A,1,0,2023/2024,1,60.0,60.0,57.89,52.63,15,13,15,15,2.84,6,3,3,4,2.7,1,2
2023-11-26,SP1,Cadiz,Real Madrid,0,3,A,0,1,2023/2024,1,80.0,60.0,26.32,52.63,13,14,16,16,1.5,4,4,4,5,7.5,3,3
2023-12-09,SP1,Betis,Real Madrid,1,1,D,0,0,2023/2024,0,60.0,40.0,36.84,52.63,14,12,7,14,1.83,8,6,6,2,4.98,1,2
2023-12-21,SP1,Alaves,Real Madrid,0,1,A,0,0,2023/2024,0,40.0,20.0,26.32,52.63,8,9,13,18,1.65,3,2,3,4,6.26,1,3
2024-01-27,SP1,Las Palmas,Real Madrid,1,2,A,0,0,2023/2024,1,60.0,60.0,31.58,52.63,7,13,14,17,1.5,1,2,6,5,7.5,3,3
2024-02-01,SP1,Getafe,Real Madrid,0,2,A,0,1,2023/2024,0,40.0,20.0,31.58,52.63,10,16,5,16,1.63,2,2,6,9,6.7,2,1
2024-02-18,SP1,Vallecano,Real Madrid,1,1,D,1,1,2023/2024,0,20.0,20.0,36.84,52.63,8,11,7,17,1.7,4,3,10,4,5.5,3,4
2024-03-02,SP1,Valencia,Real Madrid,2,2,D,2,1,2023/2024,1,40.0,60.0,36.84,52.63,12,10,11,18,1.67,2,5,2,5,5.91,3,2
2024-03-16,SP1,Osasuna,Real Madrid,2,4,A,1,2,2023/2024,1,60.0,60.0,26.32,52.63,9,17,9,18,1.52,5,4,7,9,7.5,2,3
2024-04-13,SP1,Mallorca,Real Madrid,0,1,A,0,0,2023/2024,0,40.0,40.0,26.32,52.63,6,16,7,18,1.8,4,2,2,9,5.36,1,2
2024-04-26,SP1,Sociedad,Real Madrid,0,1,A,0,1,2023/2024,0,40.0,40.0,31.58,52.63,9,5,11,13,3.4,11,3,3,3,2.7,4,3
2024-05-11,SP1,Granada,Real Madrid,0,4,A,0,2,2023/2024,1,60.0,60.0,47.37,52.63,12,13,10,11,1.67,8,1,5,7,6.0,0,2
2024-05-19,SP1,Villarreal,Real Madrid,4,4,D,1,4,2023/2024,1,60.0,80.0,73.68,52.63,21,12,12,15,2.25,3,7,3,6,3.22,2,3
2024-08-18,SP1,Mallorca,Real Madrid,1,1,D,0,1,2024/2025,0,0.0,0.0,47.37,52.63,12,13,6,11,1.42,8,5,7,4,9.5,0,1
2024-08-29,SP1,Las Palmas,Real Madrid,1,1,D,1,0,2024/2025,0,0.0,50.0,47.37,52.63,7,25,13,16,1.36,2,3,6,8,10.0,2,0
2024-09-14,SP1,Sociedad,Real Madrid,0,2,A,0,0,2024/2025,0,0.0,66.67,42.11,52.63,11,16,9,12,1.83,6,2,6,7,5.19,1,4
2024-09-29,SP1,Ath Madrid,Real Madrid,1,1,D,0,0,2024/2025,0,0.0,50.0,52.63,52.63,12,12,11,11,2.75,5,4,5,4,3.03,1,3
2024-10-19,SP1,Celta,Real Madrid,1,2,A,0,1,2024/2025,1,20.0,60.0,57.89,52.63,13,10,13,16,1.61,6,5,2,3,6.0,1,2
2024-11-24,SP1,Leganes,Real Madrid,0,3,A,0,1,2024/2025,1,40.0,40.0,47.37,52.63,4,16,11,17,1.41,2,0,4,9,10.24,0,2
2024-12-04,SP1,Ath Bilbao,Real Madrid,2,1,H,0,0,2024/2025,1,60.0,40.0,36.84,52.63,9,10,9,21,2.3,5,3,2,5,3.69,3,3
2024-12-07,SP1,Girona,Real Madrid,0,3,A,0,1,2024/2025,1,80.0,80.0,68.42,52.63,10,10,7,6,1.86,6,4,3,7,4.64,2,3
2024-12-14,SP1,Vallecano,Real Madrid,3,3,D,2,2,2024/2025,1,100.0,60.0,52.63,52.63,14,13,8,18,1.64,4,5,3,6,7.0,2,4
2025-01-03,SP1,Valencia,Real Madrid,1,2,A,1,0,2024/2025,1,100.0,80.0,47.37,52.63,8,17,9,16,1.45,2,5,5,5,8.36,3,2
2025-01-25,SP1,Valladolid,Real Madrid,0,3,A,0,1,2024/2025,1,100.0,40.0,47.37,52.63,6,20,12,11,1.3,1,2,7,4,15.0,3,3
2025-02-01,SP1,Espanol,Real Madrid,1,0,H,0,0,2024/2025,0,80.0,20.0,36.84,52.63,5,21,3,14,1.33,1,2,8,7,10.5,0,2
2025-02-15,SP1,Osasuna,Real Madrid,1,1,D,0,1,2024/2025,0,60.0,60.0,57.89,52.63,11,17,7,16,1.56,6,4,2,6,7.0,1,3
2025-03-01,SP1,Betis,Real Madrid,2,1,H,1,1,2024/2025,1,60.0,80.0,57.89,52.63,18,9,12,17,2.05,9,3,2,2,4.1,4,3
2025-03-15,SP1,Villarreal,Real Madrid,1,2,A,1,2,2024/2025,1,60.0,60.0,73.68,52.63,23,9,3,17,2.3,11,10,4,5,3.38,1,2
2025-04-13,SP1,Alaves,Real Madrid,0,1,A,0,1,2024/2025,0,40.0,0.0,15.79,52.63,13,11,12,21,1.75,4,6,4,4,5.3,4,4
2025-04-23,SP1,Getafe,Real Madrid,0,1,A,0,1,2024/2025,0,40.0,80.0,26.32,52.63,20,14,7,15,1.65,4,6,4,7,6.5,1,3
2025-05-11,SP1,Barcelona,Real Madrid,4,3,H,4,2,2024/2025,1,60.0,60.0,68.42,52.63,23,9,15,17,3.76,10,9,2,5,1.95,3,4
2025-05-18,SP1,Sevilla,Real Madrid,0,2,A,0,0,2024/2025,0,40.0,40.0,26.32,52.63,6,16,9,7,2.25,1,1,7,6,3.35,1,0
2025-08-24,SP1,Oviedo,Real Madrid,0,3,A,0,1,2025/2026,1,100.0,100.0,50.0,100.0,6,26,7,8,1.33,1,3,9,10,11.0,1,2
2023-08-21,SP1,Alaves,Sevilla,4,3,H,2,2,2023/2024,1,100.0,100.0,26.32,42.11,14,12,13,14,2.56,4,7,4,2,3.64,2,1
2023-09-23,SP1,Osasuna,Sevilla,0,0,D,0,0,2023/2024,0,50.0,33.33,26.32,42.11,16,15,7,11,3.52,7,2,4,3,2.61,3,2
2023-09-29,SP1,Barcelona,Sevilla,1,0,H,0,0,2023/2024,0,33.33,50.0,57.89,42.11,18,12,15,11,9.5,13,5,3,3,1.4,3,2
2023-10-28,SP1,Cadiz,Sevilla,2,2,D,2,1,2023/2024,1,50.0,40.0,26.32,42.11,10,20,12,17,2.2,2,5,4,10,4.22,4,6
2023-11-04,SP1,Celta,Sevilla,1,1,D,1,0,2023/2024,0,40.0,40.0,42.11,42.11,15,13,10,14,3.2,4,3,6,5,2.49,5,2
2023-11-26,SP1,Sociedad,Sevilla,2,1,H,2,0,2023/2024,1,40.0,60.0,31.58,42.11,11,8,8,22,6.4,4,8,4,2,1.7,1,2
2023-12-09,SP1,Mallorca,Sevilla,1,0,H,1,0,2023/2024,0,40.0,0.0,26.32,42.11,6,19,6,15,3.18,4,3,12,5,2.84,2,2
2023-12-19,SP1,Granada,Sevilla,0,3,A,0,2,2023/2024,1,60.0,60.0,47.37,42.11,12,12,18,10,2.63,6,3,4,5,3.3,1,2
2023-12-23,SP1,Ath Madrid,Sevilla,1,0,H,0,0,2023/2024,0,40.0,60.0,78.95,42.11,12,8,19,12,6.22,6,4,5,2,1.6,3,7
2024-01-21,SP1,Girona,Sevilla,5,1,H,3,1,2023/2024,1,60.0,80.0,68.42,42.11,12,9,11,9,4.75,4,8,5,3,1.84,2,0
2024-02-05,SP1,Vallecano,Sevilla,1,2,A,1,2,2023/2024,1,60.0,20.0,36.84,42.11,22,10,10,8,3.91,6,5,0,6,2.21,2,2
2024-02-17,SP1,Valencia,Sevilla,0,0,D,0,0,2023/2024,0,60.0,40.0,36.84,42.11,14,1,8,5,3.68,7,4,2,1,2.36,1,0
2024-02-25,SP1,Real Madrid,Sevilla,1,0,H,0,0,2023/2024,0,40.0,40.0,57.89,42.11,16,4,13,10,11.5,7,6,2,1,1.3,3,1
2024-03-11,SP1,Almeria,Sevilla,2,2,D,1,0,2023/2024,1,60.0,60.0,68.42,42.11,14,19,11,6,2.28,1,4,8,6,3.68,2,2
2024-03-30,SP1,Getafe,Sevilla,0,1,A,0,1,2023/2024,0,40.0,40.0,31.58,42.11,18,10,15,11,3.09,7,5,3,3,2.75,5,4
2024-04-14,SP1,Las Palmas,Sevilla,0,2,A,0,1,2023/2024,0,20.0,0.0,31.58,42.11,5,10,13,8,2.78,6,2,2,3,2.88,3,3
2024-04-28,SP1,Betis,Sevilla,1,1,D,1,0,2023/2024,0,20.0,60.0,36.84,42.11,15,10,20,9,4.19,4,5,6,1,2.04,5,3
2024-05-11,SP1,Villarreal,Sevilla,3,2,H,1,2,2023/2024,1,40.0,80.0,73.68,42.11,25,8,14,12,3.98,10,7,1,4,2.09,5,3
2024-05-19,SP1,Ath Bilbao,Sevilla,2,0,H,2,0,2023/2024,0,20.0,20.0,57.89,42.11,15,9,5,12,6.3,8,6,3,4,1.61,1,1
2024-08-16,SP1,Las Palmas,Sevilla,2,2,D,1,1,2024/2025,1,100.0,100.0,47.37,52.63,13,16,13,12,2.95,6,5,3,5,2.78,0,0
2024-08-27,SP1,Mallorca,Sevilla,0,0,D,0,0,2024/2025,0,50.0,0.0,47.37,52.63,12,16,10,15,3.55,5,4,9,7,2.38,1,0
2024-09-20,SP1,Alaves,Sevilla,2,1,H,1,0,2024/2025,1,66.67,33.33,15.79,52.63,10,8,16,11,3.91,3,4,5,2,2.23,4,1
2024-09-29,SP1,Ath Bilbao,Sevilla,1,1,D,1,0,2024/2025,0,50.0,20.0,36.84,52.63,13,13,7,6,5.56,4,3,7,4,1.79,3,0
2024-10-20,SP1,Barcelona,Sevilla,5,1,H,3,0,2024/2025,1,60.0,75.0,68.42,52.63,21,7,14,6,11.0,5,9,5,1,1.31,2,1
2024-10-25,SP1,Espanol,Sevilla,0,2,A,0,2,2024/2025,0,40.0,80.0,36.84,52.63,16,6,9,14,2.63,13,1,2,3,3.22,0,2
2024-11-09,SP1,Leganes,Sevilla,1,0,H,0,0,2024/2025,0,40.0,20.0,47.37,52.63,8,13,10,7,2.75,0,4,6,2,3.34,1,2
2024-12-08,SP1,Ath Madrid,Sevilla,4,3,H,1,2,2024/2025,1,40.0,60.0,52.63,52.63,14,4,8,11,9.73,5,9,3,3,1.41,3,4
2024-12-22,SP1,Real Madrid,Sevilla,4,2,H,3,1,2024/2025,1,60.0,60.0,63.16,52.63,16,10,14,5,12.5,6,8,6,5,1.3,2,1
2025-01-18,SP1,Girona,Sevilla,1,2,A,1,0,2024/2025,1,60.0,100.0,68.42,52.63,7,14,15,6,4.49,7,4,4,6,1.96,4,0
2025-02-01,SP1,Getafe,Sevilla,0,0,D,0,0,2024/2025,0,60.0,0.0,26.32,52.63,7,13,12,15,3.25,6,1,5,1,2.88,6,4
2025-02-16,SP1,Valladolid,Sevilla,0,4,A,0,2,2024/2025,1,80.0,60.0,47.37,52.63,7,11,10,11,2.06,3,2,2,6,4.33,2,4
2025-03-01,SP1,Vallecano,Sevilla,1,1,D,0,0,2024/2025,0,60.0,40.0,52.63,52.63,20,10,9,14,3.2,6,8,6,5,2.74,0,1
