Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,MaxC>2.5,AvgAwayGoalsConceded,HS,AvgCAHH,MaxC<2.5,AvgAwayGoalsScored,B365AHA,AvgHomeGoalsConceded,AS,Over2.5
2025-02-22,E0,15:00,Fulham,Crystal Palace,A,A,R Jones,2024/2025,0.0,60.0,0,5,42.11,63.16,0.0,1.6,1.2,1.6,2.0,1.32,10,1.79,1.96,1.42,1.84,1.58,10,0
2025-04-02,E0,19:45,Southampton,Crystal Palace,D,H,A Madley,2024/2025,0.0,80.0,2,3,42.11,68.42,0.2,2.6,0.8,1.8,1.87,1.32,8,1.83,2.14,1.42,2.06,2.47,9,0
2025-04-12,E0,12:30,Man City,Crystal Palace,H,D,J Gillett,2024/2025,20.0,60.0,9,3,42.11,73.68,1.2,1.2,2.6,1.8,1.67,1.32,21,2.06,2.4,1.42,2.09,1.21,8,1
2025-04-16,E0,19:30,Newcastle,Crystal Palace,H,H,D England,2024/2025,40.0,100.0,7,4,42.11,63.16,2.2,1.4,3.2,1.4,1.71,1.32,14,1.84,2.32,1.42,1.98,1.05,11,1
2025-04-23,E0,20:00,Arsenal,Crystal Palace,D,H,M Salisbury,2024/2025,60.0,40.0,6,4,42.11,52.63,2.6,1.0,1.2,1.4,1.77,1.32,12,1.87,2.23,1.42,1.95,0.89,15,1
2025-05-11,E0,14:15,Tottenham,Crystal Palace,A,A,C Kavanagh,2024/2025,60.0,60.0,1,10,42.11,73.68,2.6,1.6,1.2,1.4,1.7,1.32,8,1.9,2.33,1.42,1.89,1.84,23,0
2025-05-25,E0,16:00,Liverpool,Crystal Palace,D,A,D England,2024/2025,60.0,60.0,3,5,42.11,63.16,2.6,1.0,2.2,1.4,1.33,1.32,14,1.91,3.9,1.42,1.85,0.84,8,0
2023-08-20,E0,14:00,Aston Villa,Everton,H,H,A Taylor,2023/2024,100.0,100.0,7,2,47.37,78.95,4.0,0.0,4.0,0.0,1.82,1.74,13,2.07,2.23,0.95,1.99,1.47,9,1
2023-09-02,E0,12:30,Sheffield United,Everton,D,H,A Madley,2023/2024,100.0,66.67,8,6,47.37,84.21,3.0,1.67,1.0,1.0,2.13,1.74,13,1.85,1.9,0.95,1.81,3.0,16,1
2023-09-23,E0,17:30,Brentford,Everton,A,D,M Oliver,2023/2024,100.0,75.0,2,6,47.37,68.42,2.33,2.0,1.5,1.67,2.2,1.74,12,1.93,1.99,0.95,1.84,1.79,18,1
2023-10-21,E0,12:30,Liverpool,Everton,H,D,C Pawson,2023/2024,75.0,75.0,6,1,47.37,68.42,2.25,0.5,2.75,1.25,1.47,1.74,26,2.03,3.1,0.95,1.93,0.89,6,0
2023-10-29,E0,13:00,West Ham,Everton,A,D,S Attwell,2023/2024,60.0,60.0,2,4,47.37,52.63,1.8,1.4,1.6,1.2,1.78,1.74,12,2.06,2.23,0.95,2.03,1.47,10,0
2023-11-11,E0,15:00,Crystal Palace,Everton,A,D,S Barrott,2023/2024,60.0,60.0,4,4,47.37,63.16,1.4,1.4,1.2,1.8,2.51,1.74,13,1.82,1.65,0.95,1.8,1.37,8,1
2023-12-02,E0,17:30,Nott'm Forest,Everton,A,D,P Tierney,2023/2024,40.0,40.0,2,3,47.37,52.63,1.0,1.4,1.4,1.6,2.4,1.74,13,1.97,1.71,0.95,1.88,1.58,12,0
2023-12-16,E0,17:30,Burnley,Everton,A,A,A Taylor,2023/2024,20.0,60.0,2,6,47.37,57.89,0.8,2.0,1.4,1.4,2.06,1.74,14,1.94,2.03,0.95,1.86,2.26,9,0
2023-12-23,E0,15:00,Tottenham,Everton,H,H,S Attwell,2023/2024,40.0,100.0,6,8,47.37,84.21,0.8,2.0,1.8,1.6,1.59,1.74,13,1.86,2.66,0.95,1.89,1.42,18,1
2023-12-30,E0,15:00,Wolves,Everton,H,H,T Bramall,2023/2024,60.0,60.0,6,0,47.37,63.16,1.4,0.6,1.8,1.4,2.2,1.74,12,2.04,1.89,0.95,1.99,1.58,10,1
2024-01-30,E0,19:45,Fulham,Everton,D,D,T Bramall,2023/2024,40.0,60.0,6,4,47.37,63.16,1.0,0.6,2.4,0.8,2.28,1.74,25,1.9,1.83,0.95,1.83,1.26,21,0
2024-02-10,E0,12:30,Man City,Everton,H,D,J Brooks,2023/2024,40.0,60.0,3,1,47.37,57.89,1.4,1.2,2.4,0.6,1.55,1.74,19,1.94,2.89,0.95,1.83,0.84,5,0
2024-02-24,E0,15:00,Brighton,Everton,D,D,T Harrington,2023/2024,40.0,40.0,7,3,47.37,57.89,1.6,1.0,2.0,0.4,1.69,1.74,23,1.87,2.44,0.95,2.06,1.42,6,0
2024-03-09,E0,12:30,Man United,Everton,H,H,S Hooper,2023/2024,20.0,80.0,8,6,47.37,68.42,1.6,1.2,2.2,0.2,1.78,1.74,15,1.92,2.21,0.95,2.06,1.47,23,0
2024-03-30,E0,15:00,Bournemouth,Everton,H,D,S Barrott,2023/2024,20.0,60.0,4,3,47.37,63.16,1.4,1.6,1.8,0.4,1.73,1.74,11,1.9,2.36,0.95,1.98,1.47,7,1
2024-04-02,E0,19:30,Newcastle,Everton,D,H,T Harrington,2023/2024,20.0,80.0,6,3,47.37,68.42,1.6,2.0,2.8,0.6,1.74,1.74,18,2.03,2.28,0.95,1.9,1.16,10,0
2024-04-15,E0,20:00,Chelsea,Everton,H,H,P Tierney,2023/2024,40.0,100.0,10,2,47.37,63.16,2.4,2.2,3.4,0.6,1.67,1.74,14,1.85,2.41,0.95,1.98,1.37,10,1
2024-05-03,E0,20:00,Luton,Everton,D,D,T Robinson,2023/2024,40.0,60.0,5,3,47.37,68.42,2.4,2.2,1.4,0.6,1.76,1.74,18,2.04,2.31,0.95,1.94,1.95,10,0
2024-05-19,E0,16:00,Arsenal,Everton,H,D,M Oliver,2023/2024,60.0,60.0,5,2,47.37,73.68,2.4,0.6,2.4,0.8,1.41,1.74,26,1.98,3.2,0.95,2.07,0.84,5,1
2024-08-24,E0,15:00,Tottenham,Everton,H,H,A Taylor,2024/2025,100.0,100.0,7,1,26.32,73.68,4.0,0.0,4.0,0.0,1.5,1.11,13,2.0,3.12,0.84,1.95,1.84,10,1
2024-09-14,E0,17:30,Aston Villa,Everton,H,A,C Pawson,2024/2025,100.0,50.0,8,2,26.32,57.89,3.5,2.0,1.5,1.0,1.84,1.11,17,1.85,2.21,0.84,2.05,1.05,6,1
2024-09-21,E0,15:00,Leicester,Everton,D,A,D England,2024/2025,66.67,33.33,2,5,26.32,47.37,2.67,1.33,1.0,1.0,1.86,1.11,12,1.82,2.2,0.84,2.09,1.79,16,0
2024-10-19,E0,15:00,Ipswich,Everton,A,A,M Oliver,2024/2025,50.0,25.0,2,8,26.32,52.63,2.0,1.75,0.75,1.25,1.92,1.11,13,2.03,2.1,0.84,1.82,2.32,11,0
2024-11-02,E0,15:00,Southampton,Everton,H,D,A Madley,2024/2025,40.0,40.0,2,5,26.32,68.42,1.8,1.6,0.8,1.0,2.0,1.11,9,1.94,2.11,0.84,1.95,2.47,16,0
2024-11-09,E0,15:00,West Ham,Everton,D,D,S Attwell,2024/2025,20.0,80.0,6,4,26.32,57.89,1.0,1.6,1.4,1.0,2.0,1.11,11,1.85,2.0,0.84,2.02,1.79,18,0
2024-12-01,E0,13:30,Man United,Everton,H,H,J Brooks,2024/2025,20.0,80.0,5,2,26.32,52.63,1.2,1.0,2.0,0.6,1.85,1.11,11,2.05,2.13,0.84,1.97,1.47,8,1
2024-12-14,E0,15:00,Arsenal,Everton,D,D,C Pawson,2024/2025,20.0,60.0,5,0,26.32,52.63,1.0,0.6,2.0,0.4,1.69,1.11,13,1.97,2.42,0.84,1.95,0.89,2,0
2024-12-26,E0,12:30,Man City,Everton,D,D,S Hooper,2024/2025,20.0,60.0,5,3,26.32,73.68,1.2,1.4,1.2,0.2,1.58,1.11,24,1.96,2.63,0.84,1.92,1.21,8,0
2025-01-04,E0,15:00,Bournemouth,Everton,H,D,J Brooks,2024/2025,20.0,20.0,8,0,26.32,31.58,1.2,0.6,0.8,0.2,1.9,1.11,19,1.88,2.09,0.84,1.91,0.84,9,0
2025-01-25,E0,15:00,Brighton,Everton,A,A,T Robinson,2024/2025,20.0,20.0,1,1,26.32,68.42,1.2,1.2,0.6,0.4,2.08,1.11,16,1.9,1.95,0.84,2.02,1.37,3,0
2025-02-15,E0,17:30,Crystal Palace,Everton,A,A,A Taylor,2024/2025,20.0,80.0,6,6,26.32,47.37,0.6,2.2,1.2,0.8,2.63,1.11,17,2.01,1.63,0.84,2.08,1.37,11,1
2025-02-26,E0,19:30,Brentford,Everton,D,H,S Hooper,2024/2025,20.0,40.0,3,4,26.32,63.16,0.8,2.0,0.8,1.0,1.86,1.11,12,2.07,2.12,0.84,1.86,1.84,14,0
2025-03-08,E0,20:00,Wolves,Everton,D,D,S Attwell,2024/2025,20.0,40.0,3,4,26.32,57.89,0.8,1.4,0.8,1.0,2.63,1.11,11,1.94,1.59,0.84,2.04,1.68,12,0
2025-04-02,E0,20:00,Liverpool,Everton,H,D,S Barrott,2024/2025,20.0,60.0,3,0,26.32,63.16,0.8,0.6,2.4,1.0,1.86,1.11,17,1.82,2.1,0.84,2.07,0.84,5,0
2025-04-12,E0,15:00,Nott'm Forest,Everton,A,D,C Pawson,2024/2025,20.0,20.0,5,5,26.32,31.58,0.8,0.2,1.8,1.0,2.35,1.11,10,1.98,1.74,0.84,2.09,0.84,13,0
2025-04-26,E0,12:30,Chelsea,Everton,H,H,C Kavanagh,2024/2025,0.0,40.0,7,3,26.32,57.89,0.8,0.4,1.8,0.6,1.67,1.11,10,1.96,2.4,0.84,1.89,0.95,6,0
2025-05-10,E0,15:00,Fulham,Everton,A,D,M Salisbury,2024/2025,20.0,60.0,6,7,26.32,63.16,0.8,1.8,1.4,1.0,2.1,1.11,18,1.98,1.91,0.84,2.01,1.58,11,1
2025-05-25,E0,16:00,Newcastle,Everton,A,D,T Harrington,2024/2025,20.0,60.0,6,6,26.32,63.16,0.6,0.4,2.8,1.0,1.5,1.11,17,1.95,2.81,0.84,1.93,1.05,14,0
2023-08-12,E0,15:00,Everton,Fulham,A,D,S Attwell,2023/2024,0.0,0.0,9,2,63.16,36.84,0.0,1.0,0.0,1.0,2.26,1.95,19,1.98,1.81,1.26,1.97,0.95,9,0
2023-08-26,E0,15:00,Arsenal,Fulham,D,A,P Tierney,2023/2024,50.0,100.0,11,3,63.16,73.68,1.0,1.5,2.0,1.5,1.54,1.95,19,1.98,2.68,1.26,2.05,0.84,8,1
2023-09-02,E0,15:00,Man City,Fulham,H,H,M Oliver,2023/2024,66.67,50.0,5,4,63.16,57.89,2.33,0.5,3.0,1.33,1.47,1.95,7,1.87,3.26,1.26,1.9,0.84,6,1
2023-09-23,E0,15:00,Crystal Palace,Fulham,D,D,P Tierney,2023/2024,50.0,33.33,3,5,63.16,63.16,1.75,1.0,1.0,1.0,2.28,1.95,7,2.09,1.77,1.26,1.92,1.37,10,0
2023-10-23,E0,20:00,Tottenham,Fulham,H,H,A Taylor,2023/2024,40.0,50.0,5,3,63.16,84.21,1.8,0.5,2.0,0.8,1.59,1.95,15,1.79,2.79,1.26,2.1,1.42,10,0
2023-10-29,E0,14:00,Brighton,Fulham,D,H,M Salisbury,2023/2024,40.0,80.0,7,5,63.16,57.89,2.0,1.6,2.0,0.8,1.72,1.95,18,2.02,2.45,1.26,1.98,1.42,10,0
2023-11-12,E0,14:00,Aston Villa,Fulham,H,H,S Hooper,2023/2024,40.0,100.0,6,5,63.16,78.95,2.2,1.0,3.8,0.6,1.82,1.95,12,2.1,2.36,1.26,1.88,1.47,9,1
2023-12-03,E0,14:00,Liverpool,Fulham,H,D,S Attwell,2023/2024,40.0,80.0,12,5,63.16,68.42,2.0,0.8,3.0,1.0,1.43,1.95,26,1.86,3.19,1.26,1.98,0.89,9,1
2023-12-16,E0,15:00,Newcastle,Fulham,H,D,S Barrott,2023/2024,60.0,60.0,10,4,63.16,68.42,2.6,0.2,2.6,1.0,1.84,1.95,27,1.9,2.13,1.26,2.05,1.16,6,1
2023-12-26,E0,15:00,Bournemouth,Fulham,H,H,T Robinson,2023/2024,80.0,80.0,4,3,63.16,63.16,2.8,1.0,2.0,1.0,1.79,1.95,16,1.95,2.4,1.26,1.95,1.47,8,1
2024-01-13,E0,12:30,Chelsea,Fulham,H,H,A Taylor,2023/2024,80.0,60.0,3,4,63.16,63.16,2.8,1.4,2.4,0.8,1.77,1.95,17,2.08,2.34,1.26,1.82,1.37,14,0
2024-02-03,E0,15:00,Burnley,Fulham,D,A,D Bond,2023/2024,80.0,40.0,4,7,63.16,57.89,2.6,1.4,1.6,1.0,2.2,1.95,12,2.08,1.85,1.26,2.1,2.26,15,1
2024-02-24,E0,15:00,Man United,Fulham,A,D,M Oliver,2023/2024,80.0,100.0,9,5,63.16,68.42,2.0,1.8,1.8,0.8,1.61,1.95,21,1.8,2.62,1.26,1.9,1.47,17,1
2024-03-09,E0,15:00,Wolves,Fulham,H,D,T Harrington,2023/2024,80.0,60.0,3,6,63.16,63.16,1.8,1.4,1.8,1.0,1.95,1.95,8,1.79,2.03,1.26,2.08,1.58,23,1
2024-03-30,E0,15:00,Sheffield United,Fulham,D,D,T Robinson,2023/2024,80.0,100.0,4,9,63.16,84.21,1.8,4.2,1.0,1.6,1.79,1.95,8,1.97,2.25,1.26,1.92,3.0,24,1
2024-04-02,E0,19:30,Nott'm Forest,Fulham,H,H,M Oliver,2023/2024,100.0,40.0,4,3,63.16,52.63,2.2,1.2,1.6,1.8,1.9,1.95,16,1.98,2.07,1.26,1.91,1.58,18,1
2024-04-14,E0,14:00,West Ham,Fulham,A,A,S Attwell,2023/2024,80.0,40.0,4,10,63.16,52.63,1.8,1.6,1.6,1.8,1.78,1.95,15,2.1,2.29,1.26,1.83,1.47,18,0
2024-05-04,E0,15:00,Brentford,Fulham,D,D,G Scott,2023/2024,60.0,20.0,3,3,63.16,68.42,1.6,0.6,1.0,1.4,1.66,1.95,7,1.81,2.55,1.26,2.07,1.79,15,0
2024-05-19,E0,16:00,Luton,Fulham,A,A,M Donohue,2023/2024,60.0,60.0,6,7,63.16,68.42,1.6,2.4,1.4,2.0,1.5,1.95,15,1.96,2.79,1.26,1.99,1.95,15,1
2024-08-16,E0,20:00,Man United,Fulham,H,D,R Jones,2024/2025,0.0,0.0,5,2,52.63,52.63,1.0,0.0,1.0,0.0,1.66,1.26,14,1.82,2.45,1.42,1.88,1.47,10,0
2024-08-31,E0,15:00,Ipswich,Fulham,D,D,L Smith,2024/2025,0.0,0.0,4,4,52.63,52.63,1.0,1.5,0.5,0.5,1.96,1.26,11,1.81,2.0,1.42,2.03,2.32,9,0
2024-09-28,E0,15:00,Nott'm Forest,Fulham,A,D,J Smith,2024/2025,0.0,0.0,1,2,52.63,31.58,0.67,1.0,0.67,0.67,2.32,1.26,11,1.81,1.73,1.42,1.84,0.84,14,0
2024-10-05,E0,15:00,Man City,Fulham,H,D,P Bankes,2024/2025,25.0,100.0,7,4,52.63,73.68,1.25,1.5,2.75,1.0,1.53,1.26,20,1.97,2.76,1.42,2.0,1.21,11,1
2024-10-26,E0,17:30,Everton,Fulham,D,D,J Brooks,2024/2025,20.0,60.0,5,3,52.63,47.37,1.2,1.6,1.0,1.0,1.94,1.26,10,1.97,2.1,1.42,1.83,1.21,14,0
2024-11-09,E0,15:00,Crystal Palace,Fulham,A,A,M Salisbury,2024/2025,20.0,20.0,5,7,52.63,47.37,1.0,1.0,0.6,1.4,2.24,1.26,13,1.93,1.81,1.42,1.91,1.37,17,0
2024-12-01,E0,13:30,Tottenham,Fulham,D,D,D Bond,2024/2025,20.0,80.0,3,6,52.63,73.68,1.0,1.2,2.6,1.4,1.48,1.26,8,1.95,3.14,1.42,1.99,1.84,14,0
2024-12-14,E0,15:00,Liverpool,Fulham,D,A,T Harrington,2024/2025,40.0,60.0,4,3,52.63,63.16,1.4,0.8,2.0,1.6,1.41,1.26,16,1.98,3.25,1.42,1.99,0.84,12,1
2024-12-26,E0,15:00,Chelsea,Fulham,A,H,S Barrott,2024/2025,40.0,80.0,8,7,52.63,57.89,1.0,1.0,1.8,1.6,1.55,1.26,12,1.99,2.85,1.42,1.88,0.95,14,1
2025-01-14,E0,19:30,West Ham,Fulham,H,H,C Pawson,2024/2025,60.0,80.0,3,5,52.63,57.89,1.4,2.8,1.6,1.8,1.99,1.26,4,1.81,2.0,1.42,2.07,1.79,21,1
2025-01-18,E0,15:00,Leicester,Fulham,A,D,M Salisbury,2024/2025,60.0,40.0,4,2,52.63,47.37,1.4,2.2,0.4,1.8,1.85,1.26,8,1.83,2.11,1.42,1.83,1.79,17,0
2025-02-01,E0,15:00,Newcastle,Fulham,A,H,C Kavanagh,2024/2025,80.0,100.0,4,4,52.63,63.16,1.4,1.2,2.4,2.0,1.71,1.26,11,1.92,2.36,1.42,1.99,1.05,15,1
2025-02-25,E0,19:30,Wolves,Fulham,A,D,P Bankes,2024/2025,80.0,40.0,5,5,52.63,57.89,1.2,1.2,1.0,2.0,2.2,1.26,18,2.05,1.83,1.42,1.98,1.68,11,1
2025-03-08,E0,15:00,Brighton,Fulham,H,D,S Barrott,2024/2025,80.0,60.0,4,1,52.63,68.42,1.4,0.8,1.6,1.8,1.9,1.26,9,2.0,2.1,1.42,1.91,1.37,6,1
2025-04-01,E0,19:45,Arsenal,Fulham,H,H,J Brooks,2024/2025,80.0,60.0,4,3,52.63,52.63,1.2,1.0,2.0,1.6,2.08,1.26,17,1.84,1.99,1.42,2.05,0.89,9,1
2025-04-14,E0,20:00,Bournemouth,Fulham,H,H,O Oliver,2024/2025,80.0,40.0,3,7,52.63,31.58,1.4,1.4,0.6,1.2,1.9,1.26,12,1.93,2.1,1.42,2.01,0.84,12,0
2025-04-26,E0,15:00,Southampton,Fulham,A,H,T Harrington,2024/2025,80.0,80.0,3,5,52.63,68.42,1.4,2.4,0.6,1.2,1.7,1.26,7,2.04,2.33,1.42,2.09,2.47,26,1
2025-05-03,E0,12:30,Aston Villa,Fulham,H,H,R Jones,2024/2025,60.0,80.0,3,3,52.63,57.89,1.4,1.0,2.2,0.8,1.75,1.26,10,1.86,2.25,1.42,1.85,1.05,11,0
2025-05-18,E0,15:00,Brentford,Fulham,A,H,J Gillett,2024/2025,60.0,60.0,6,7,52.63,63.16,1.4,1.8,2.0,1.2,1.66,1.26,11,2.04,2.36,1.42,1.95,1.84,16,1
2024-08-24,E0,15:00,Man City,Ipswich,H,H,M Salisbury,2024/2025,100.0,100.0,5,1,63.16,73.68,4.0,1.0,4.0,1.0,1.32,2.0,14,1.84,3.75,1.16,1.86,1.21,1,1
2024-09-14,E0,15:00,Brighton,Ipswich,D,D,S Barrott,2024/2025,50.0,50.0,6,1,63.16,68.42,2.0,0.5,1.0,0.5,1.68,2.0,21,1.8,2.41,1.16,1.78,1.37,6,0
2024-09-21,E0,15:00,Southampton,Ipswich,D,H,S Allison,2024/2025,33.33,33.33,3,6,63.16,68.42,1.67,1.67,0.33,0.67,1.9,2.0,11,2.08,2.13,1.16,1.93,2.47,13,0
2024-10-05,E0,15:00,West Ham,Ipswich,H,H,A Taylor,2024/2025,50.0,100.0,13,2,63.16,57.89,2.25,2.25,1.5,0.75,1.78,2.0,23,1.9,2.31,1.16,1.86,1.79,9,1
2024-10-26,E0,15:00,Brentford,Ipswich,H,D,L Smith,2024/2025,60.0,80.0,9,5,63.16,63.16,2.6,1.8,3.0,1.2,1.73,2.0,20,1.83,2.3,1.16,2.08,1.84,11,1
2024-11-10,E0,14:00,Tottenham,Ipswich,A,A,D England,2024/2025,60.0,80.0,5,3,63.16,73.68,2.0,1.2,2.4,1.4,1.36,2.0,17,1.84,3.7,1.16,2.05,1.84,8,1
2024-11-30,E0,15:00,Nott'm Forest,Ipswich,H,D,T Harrington,2024/2025,60.0,40.0,5,3,63.16,31.58,2.2,0.8,1.2,1.4,1.89,2.0,12,1.9,2.2,1.16,1.86,0.84,7,0
2024-12-14,E0,15:00,Wolves,Ipswich,A,A,S Hooper,2024/2025,80.0,80.0,6,5,63.16,57.89,2.2,2.0,1.6,1.6,1.87,2.0,16,1.98,2.12,1.16,1.98,1.68,10,1
2024-12-27,E0,20:15,Arsenal,Ipswich,H,H,D England,2024/2025,60.0,40.0,5,0,63.16,52.63,1.6,0.4,1.6,1.4,1.4,2.0,13,1.97,3.25,1.16,1.89,0.89,3,0
2025-01-05,E0,14:00,Fulham,Ipswich,D,A,D Bond,2024/2025,60.0,60.0,4,3,63.16,63.16,1.2,1.2,1.6,1.2,1.83,2.0,15,1.94,2.14,1.16,1.93,1.58,7,1
2025-01-25,E0,15:00,Liverpool,Ipswich,H,H,M Salisbury,2024/2025,60.0,80.0,6,3,63.16,63.16,1.8,1.2,2.6,1.0,1.29,2.0,16,1.91,4.25,1.16,2.02,0.84,3,1
2025-02-15,E0,15:00,Aston Villa,Ipswich,D,D,R Jones,2024/2025,60.0,60.0,6,3,63.16,57.89,1.8,1.2,1.6,1.2,1.57,2.0,25,1.91,2.66,1.16,1.98,1.05,4,0
2025-02-26,E0,19:30,Man United,Ipswich,H,D,D England,2024/2025,60.0,60.0,6,3,63.16,52.63,2.2,2.0,1.4,1.2,1.69,2.0,10,1.83,2.38,1.16,2.02,1.47,12,1
2025-03-08,E0,15:00,Crystal Palace,Ipswich,H,D,S Hooper,2024/2025,60.0,60.0,4,8,63.16,47.37,2.2,1.2,1.6,1.2,1.89,2.0,19,1.92,2.1,1.16,1.82,1.37,15,0
2025-04-02,E0,19:45,Bournemouth,Ipswich,A,A,R Jones,2024/2025,60.0,60.0,7,2,63.16,31.58,2.0,1.4,1.4,1.2,1.67,2.0,24,1.85,2.35,1.16,1.85,0.84,10,1
2025-04-13,E0,14:00,Chelsea,Ipswich,D,A,S Attwell,2024/2025,60.0,60.0,9,4,63.16,57.89,1.6,0.6,2.0,1.4,1.45,2.0,34,1.96,2.9,1.16,1.95,0.95,13,1
2025-04-26,E0,15:00,Newcastle,Ipswich,H,H,M Salisbury,2024/2025,80.0,100.0,5,0,63.16,63.16,2.0,1.0,3.6,1.2,1.36,2.0,25,1.81,3.58,1.16,2.05,1.05,4,1
2025-05-03,E0,15:00,Everton,Ipswich,D,H,L Smith,2024/2025,80.0,40.0,3,5,63.16,47.37,1.8,1.6,1.2,1.2,1.82,2.0,8,1.94,2.2,1.16,2.08,1.21,12,1
2025-05-18,E0,15:00,Leicester,Ipswich,H,H,A Kitchen,2024/2025,80.0,40.0,3,2,63.16,47.37,2.0,1.4,0.8,1.2,1.7,2.0,9,1.97,2.35,1.16,1.86,1.79,20,0
2024-08-24,E0,15:00,Fulham,Leicester,H,D,D Bond,2024/2025,100.0,100.0,6,4,73.68,63.16,2.0,1.0,2.0,1.0,1.95,2.42,18,1.87,2.1,0.95,1.78,1.58,10,1
2024-09-14,E0,15:00,Crystal Palace,Leicester,D,A,T Harrington,2024/2025,100.0,50.0,4,4,73.68,47.37,2.0,2.0,1.0,1.5,1.92,2.42,20,1.85,2.05,0.95,1.82,1.37,9,1
2024-09-28,E0,15:00,Arsenal,Leicester,H,H,S Barrott,2024/2025,100.0,33.33,16,3,73.68,52.63,2.67,1.0,2.33,1.67,1.63,2.42,36,1.81,2.5,0.95,1.92,0.89,5,1
2024-10-19,E0,15:00,Southampton,Leicester,A,H,A Taylor,2024/2025,100.0,50.0,7,4,73.68,68.42,2.5,2.0,0.75,2.0,1.83,2.42,14,1.89,2.2,0.95,1.81,2.47,18,1
2024-11-02,E0,15:00,Ipswich,Leicester,D,D,T Robinson,2024/2025,80.0,20.0,2,6,73.68,52.63,2.2,1.6,0.8,1.8,1.76,2.42,14,2.03,2.31,0.95,1.9,2.32,20,0
2024-11-10,E0,14:00,Man United,Leicester,H,H,P Bankes,2024/2025,80.0,80.0,3,5,73.68,52.63,2.4,1.6,1.2,1.6,1.52,2.42,13,1.9,2.8,0.95,1.86,1.47,6,1
2024-11-30,E0,15:00,Brentford,Leicester,H,H,M Oliver,2024/2025,80.0,80.0,6,3,73.68,63.16,2.8,2.0,3.4,1.4,1.63,2.42,13,2.01,2.49,0.95,2.05,1.84,7,1
2024-12-14,E0,15:00,Newcastle,Leicester,H,H,T Bramall,2024/2025,80.0,40.0,11,1,73.68,63.16,2.8,1.2,1.6,1.0,1.4,2.42,27,1.95,3.2,0.95,2.05,1.05,4,1
2024-12-26,E0,20:00,Liverpool,Leicester,H,D,D Bond,2024/2025,80.0,60.0,7,1,73.68,63.16,3.0,0.8,2.2,0.6,1.24,2.42,19,1.97,5.4,0.95,2.04,0.84,4,1
2025-01-04,E0,15:00,Aston Villa,Leicester,H,D,J Gillett,2024/2025,100.0,80.0,5,2,73.68,57.89,3.2,1.0,2.0,0.6,1.45,2.42,13,1.89,3.14,0.95,1.98,1.05,4,1
2025-01-26,E0,14:00,Tottenham,Leicester,A,H,R Jones,2024/2025,100.0,100.0,6,3,73.68,73.68,2.8,3.2,2.0,1.0,1.35,2.42,15,2.03,3.58,0.95,1.92,1.84,12,1
2025-02-01,E0,15:00,Everton,Leicester,H,H,D Bond,2024/2025,100.0,40.0,7,1,73.68,47.37,2.8,1.0,1.4,0.8,2.36,2.42,13,1.95,1.68,0.95,1.84,1.21,9,1
2025-02-27,E0,20:00,West Ham,Leicester,H,H,S Attwell,2024/2025,80.0,40.0,2,2,73.68,57.89,2.4,2.0,1.0,0.8,1.97,2.42,8,1.98,2.03,0.95,1.82,1.79,10,0
2025-03-09,E0,14:00,Chelsea,Leicester,H,D,T Robinson,2024/2025,60.0,80.0,7,3,73.68,57.89,2.0,0.8,2.4,0.6,1.46,2.42,20,1.81,3.0,0.95,1.95,0.95,3,0
2025-04-02,E0,19:45,Man City,Leicester,H,H,D England,2024/2025,40.0,60.0,5,0,73.68,73.68,2.0,1.0,2.2,0.4,1.4,2.42,18,1.93,3.3,0.95,1.95,1.21,2,0
2025-04-12,E0,15:00,Brighton,Leicester,D,D,D Bond,2024/2025,40.0,100.0,7,6,73.68,68.42,2.2,1.4,1.8,0.4,1.57,2.42,21,2.04,2.77,0.95,2.03,1.37,15,1
2025-04-26,E0,15:00,Wolves,Leicester,H,H,S Barrott,2024/2025,40.0,60.0,6,2,73.68,57.89,2.0,1.0,2.0,0.4,1.82,2.42,20,1.89,2.21,0.95,2.03,1.68,8,1
2025-05-11,E0,14:15,Nott'm Forest,Leicester,D,D,T Harrington,2024/2025,60.0,20.0,4,6,73.68,31.58,2.0,1.0,0.8,0.8,1.67,2.42,15,1.86,2.38,0.95,1.86,0.84,10,1
2025-05-25,E0,16:00,Bournemouth,Leicester,H,D,L Smith,2024/2025,60.0,20.0,7,0,73.68,31.58,2.2,0.8,1.0,0.8,1.5,2.42,20,1.93,3.0,0.95,1.95,0.84,3,0
2023-08-13,E0,16:30,Chelsea,Liverpool,D,D,A Taylor,2023/2024,0.0,0.0,4,1,63.16,63.16,1.0,1.0,1.0,1.0,1.58,1.26,10,1.91,2.66,1.95,2.09,1.37,13,0
2023-08-27,E0,16:30,Newcastle,Liverpool,A,H,J Brooks,2023/2024,50.0,100.0,8,4,63.16,68.42,1.0,1.5,3.0,1.5,1.57,1.26,23,1.92,2.82,1.95,1.96,1.16,9,1
2023-09-16,E0,12:30,Wolves,Liverpool,A,H,M Oliver,2023/2024,66.67,100.0,2,6,63.16,63.16,1.0,3.5,1.0,2.0,1.57,1.26,11,2.04,2.66,1.95,1.98,1.58,16,1
