Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,AvgLast5HomeGoalsScored,AvgLast5AwayGoalsScored,MaxC>2.5,AvgAwayGoalsConceded,HS,AvgCAHH,MaxC<2.5,AvgAwayGoalsScored,B365AHA,AvgHomeGoalsConceded,AS,Over2.5
2025-03-16,E0,19:00,Leicester,Man United,A,A,T Bramall,2024/2025,60.0,40.0,3,5,47.37,47.37,1.0,2.6,0.0,1.6,1.95,1.37,11,1.82,2.01,1.11,1.85,1.79,18,1
2025-04-01,E0,20:00,Nott'm Forest,Man United,H,H,J Gillett,2024/2025,40.0,40.0,2,6,47.37,31.58,0.8,0.4,2.4,1.2,2.06,1.37,8,2.01,1.91,1.11,1.9,0.84,23,0
2025-04-13,E0,16:30,Newcastle,Man United,H,D,C Kavanagh,2024/2025,60.0,100.0,6,5,47.37,63.16,1.6,2.2,2.4,1.2,1.65,1.37,13,2.02,2.42,1.11,2.06,1.05,9,1
2025-04-27,E0,14:00,Bournemouth,Man United,D,H,P Bankes,2024/2025,60.0,40.0,1,6,47.37,31.58,1.6,1.2,0.8,1.4,1.82,1.37,8,1.94,2.28,1.11,2.02,0.84,25,0
2025-05-04,E0,14:00,Brentford,Man United,H,H,A Taylor,2024/2025,60.0,40.0,6,5,47.37,63.16,2.0,1.4,1.8,1.6,1.58,1.37,12,2.07,2.62,1.11,2.02,1.84,14,1
2025-05-16,E0,20:15,Chelsea,Man United,H,D,C Kavanagh,2024/2025,40.0,40.0,3,1,47.37,57.89,2.2,0.6,1.6,1.0,1.61,1.37,11,1.93,2.63,1.11,1.91,0.95,4,0
2023-08-19,E0,20:00,Man City,Newcastle,H,H,R Jones,2023/2024,0.0,0.0,4,1,73.68,57.89,1.0,0.0,1.0,0.0,1.89,2.11,14,1.85,2.2,1.89,1.98,0.84,7,0
2023-09-02,E0,17:30,Brighton,Newcastle,H,H,S Attwell,2023/2024,50.0,100.0,6,2,73.68,57.89,2.0,1.67,2.67,0.5,1.57,2.11,15,1.92,2.9,1.89,1.99,1.42,9,1
2023-09-24,E0,16:30,Sheffield United,Newcastle,A,A,S Attwell,2023/2024,66.67,75.0,1,15,73.68,84.21,1.33,3.25,0.75,3.0,1.87,2.11,9,1.98,2.2,1.89,1.98,3.0,22,1
2023-10-08,E0,14:00,West Ham,Newcastle,D,H,P Bankes,2023/2024,75.0,75.0,3,3,73.68,52.63,1.5,1.5,2.0,2.75,1.84,2.11,5,2.01,2.14,1.89,1.84,1.47,10,1
2023-10-28,E0,17:30,Wolves,Newcastle,D,A,A Taylor,2023/2024,80.0,80.0,6,5,73.68,63.16,1.6,2.2,1.4,2.6,1.91,2.11,11,2.04,2.16,1.89,2.06,1.58,13,1
2023-11-11,E0,17:30,Bournemouth,Newcastle,H,D,C Kavanagh,2023/2024,80.0,60.0,10,5,73.68,63.16,1.8,1.4,1.0,2.6,1.9,2.11,19,1.93,2.11,1.89,1.96,1.47,8,0
2023-12-07,E0,19:30,Everton,Newcastle,H,D,T Robinson,2023/2024,80.0,80.0,6,3,73.68,36.84,1.8,1.2,1.6,2.4,2.04,2.11,21,1.88,1.99,1.89,2.0,0.95,13,1
2023-12-10,E0,16:30,Tottenham,Newcastle,H,H,C Kavanagh,2023/2024,80.0,80.0,12,3,73.68,84.21,2.6,1.8,1.8,1.0,1.55,2.11,23,1.81,2.85,1.89,1.95,1.42,9,1
2023-12-23,E0,15:00,Luton,Newcastle,H,H,D England,2023/2024,60.0,60.0,5,2,73.68,68.42,2.4,1.6,1.6,0.6,1.91,2.11,16,1.8,2.17,1.89,1.83,1.95,15,0
2024-01-01,E0,20:00,Liverpool,Newcastle,H,D,A Taylor,2023/2024,60.0,60.0,15,3,73.68,68.42,2.8,1.2,2.4,0.6,1.41,2.11,34,2.01,3.35,1.89,1.91,0.89,5,1
2024-01-30,E0,20:15,Aston Villa,Newcastle,A,A,J Brooks,2023/2024,80.0,40.0,6,5,73.68,78.95,2.6,1.2,1.4,1.2,1.61,2.11,12,1.86,2.63,1.89,2.06,1.47,14,1
2024-02-10,E0,17:30,Nott'm Forest,Newcastle,A,D,A Taylor,2023/2024,80.0,80.0,3,5,73.68,52.63,2.4,2.2,1.4,1.8,1.69,2.11,13,2.0,2.45,1.89,1.86,1.58,7,1
2024-02-24,E0,20:00,Arsenal,Newcastle,H,H,P Tierney,2023/2024,80.0,60.0,8,2,73.68,73.68,2.4,0.8,2.8,1.8,1.5,2.11,18,1.97,2.96,1.89,1.84,0.84,3,1
2024-03-11,E0,20:00,Chelsea,Newcastle,H,D,J Brooks,2023/2024,100.0,60.0,8,3,73.68,63.16,2.8,1.4,2.0,2.2,1.46,2.11,12,2.06,2.93,1.89,1.95,1.37,11,1
2024-04-06,E0,15:00,Fulham,Newcastle,A,D,S Allison,2023/2024,80.0,80.0,4,5,73.68,63.16,2.0,0.8,2.0,2.0,1.64,2.11,14,2.12,2.45,1.89,1.83,1.26,12,0
2024-04-24,E0,20:00,Crystal Palace,Newcastle,H,D,T Bramall,2023/2024,60.0,60.0,7,2,73.68,63.16,2.2,1.4,2.6,1.4,1.7,2.11,20,1.9,2.43,1.89,1.83,1.37,7,0
2024-05-04,E0,15:00,Burnley,Newcastle,A,A,A Taylor,2023/2024,60.0,40.0,5,11,73.68,57.89,2.0,1.8,1.0,1.6,1.45,2.11,17,1.87,3.02,1.89,1.73,2.26,23,1
2024-05-15,E0,20:00,Man United,Newcastle,H,H,R Jones,2023/2024,60.0,60.0,8,8,73.68,68.42,1.8,1.6,2.0,1.8,1.4,2.11,17,2.06,3.3,1.89,2.07,1.47,21,1
2024-05-19,E0,16:00,Brentford,Newcastle,A,A,S Hooper,2023/2024,60.0,20.0,5,7,73.68,68.42,1.6,1.0,1.0,2.2,1.4,2.11,10,1.92,3.5,1.89,1.95,1.79,12,1
2024-08-25,E0,14:00,Bournemouth,Newcastle,D,H,D Coote,2024/2025,0.0,0.0,4,5,57.89,31.58,1.0,1.0,1.0,1.0,1.66,1.42,16,1.92,2.55,1.47,1.98,0.84,14,0
2024-09-15,E0,16:30,Wolves,Newcastle,A,H,C Kavanagh,2024/2025,50.0,100.0,5,6,57.89,57.89,1.0,4.0,1.5,1.5,1.68,1.42,12,1.84,2.39,1.47,1.84,1.68,14,1
2024-09-21,E0,15:00,Fulham,Newcastle,H,H,P Bankes,2024/2025,66.67,66.67,11,4,57.89,63.16,1.67,1.0,2.0,1.33,1.71,1.42,22,1.79,2.3,1.47,2.08,1.58,15,1
2024-10-05,E0,17:30,Everton,Newcastle,D,D,C Pawson,2024/2025,50.0,75.0,2,3,57.89,47.37,1.25,1.75,1.0,1.0,1.73,1.42,8,1.87,2.32,1.47,1.95,1.21,14,0
2024-10-27,E0,14:00,Chelsea,Newcastle,H,D,S Hooper,2024/2025,60.0,40.0,7,3,57.89,57.89,1.4,1.4,1.6,1.0,1.53,1.42,17,1.98,2.7,1.47,1.95,0.95,11,1
2024-11-10,E0,14:00,Nott'm Forest,Newcastle,A,H,A Taylor,2024/2025,80.0,40.0,3,6,57.89,31.58,1.4,1.0,1.2,1.4,1.98,1.42,9,1.99,2.0,1.47,1.95,0.84,17,1
2024-11-30,E0,15:00,Crystal Palace,Newcastle,D,D,D England,2024/2025,60.0,0.0,4,0,57.89,47.37,1.4,0.8,0.4,1.2,1.93,1.42,16,1.94,2.1,1.47,2.03,1.37,1,0
2024-12-07,E0,15:00,Brentford,Newcastle,H,D,T Robinson,2024/2025,60.0,100.0,8,3,57.89,63.16,1.6,2.2,4.0,1.4,1.64,1.42,11,1.86,2.53,1.47,2.06,1.84,16,1
2024-12-21,E0,15:00,Ipswich,Newcastle,A,A,S Attwell,2024/2025,80.0,40.0,2,7,57.89,52.63,1.6,1.8,0.6,2.2,1.66,1.42,10,1.97,2.45,1.47,1.95,2.32,15,1
2024-12-30,E0,20:00,Man United,Newcastle,A,A,S Hooper,2024/2025,60.0,80.0,0,4,57.89,52.63,1.2,1.6,1.8,2.4,1.69,1.42,10,2.01,2.32,1.47,1.88,1.47,12,0
2025-01-04,E0,12:30,Tottenham,Newcastle,A,A,A Madley,2024/2025,60.0,80.0,4,4,57.89,73.68,1.2,3.0,2.0,2.2,1.3,1.42,13,1.88,4.14,1.47,2.0,1.84,14,1
2025-01-25,E0,15:00,Southampton,Newcastle,A,A,S Barrott,2024/2025,80.0,80.0,5,9,57.89,68.42,1.2,3.8,0.4,2.6,1.52,1.42,12,1.89,2.81,1.47,1.88,2.47,17,1
2025-02-15,E0,15:00,Man City,Newcastle,H,H,A Madley,2024/2025,80.0,80.0,7,1,57.89,73.68,1.2,1.0,2.6,2.2,1.42,1.42,11,1.82,3.37,1.47,1.91,1.21,3,1
2025-02-26,E0,20:15,Liverpool,Newcastle,H,H,C Kavanagh,2024/2025,60.0,80.0,3,0,57.89,63.16,1.6,1.0,2.6,1.4,1.47,1.42,12,1.98,3.16,1.47,2.05,0.84,3,0
2025-03-10,E0,20:00,West Ham,Newcastle,A,D,M Salisbury,2024/2025,60.0,20.0,2,3,57.89,57.89,1.6,1.2,1.0,1.2,1.99,1.42,9,1.97,2.01,1.47,1.95,1.79,9,0
2025-04-07,E0,20:00,Leicester,Newcastle,A,A,R Jones,2024/2025,60.0,60.0,2,5,57.89,47.37,1.4,2.8,0.0,1.4,1.73,1.42,7,1.87,2.32,1.47,2.07,1.79,16,1
2025-04-19,E0,17:30,Aston Villa,Newcastle,H,D,J Gillett,2024/2025,60.0,80.0,9,3,57.89,57.89,2.0,1.2,2.2,1.0,1.65,1.42,23,1.89,2.45,1.47,1.83,1.05,10,1
2025-05-04,E0,14:00,Brighton,Newcastle,D,H,C Pawson,2024/2025,40.0,80.0,2,5,57.89,68.42,1.4,1.8,1.6,1.2,1.61,1.42,5,1.94,2.55,1.47,2.03,1.37,13,0
2025-05-18,E0,16:30,Arsenal,Newcastle,H,D,S Hooper,2024/2025,40.0,60.0,4,5,57.89,52.63,1.2,1.2,1.4,1.2,1.76,1.42,12,1.9,2.23,1.47,1.89,0.89,14,0
2023-08-12,E0,12:30,Arsenal,Nott'm Forest,H,H,M Oliver,2023/2024,100.0,100.0,7,2,57.89,73.68,2.0,1.0,2.0,1.0,1.52,1.95,15,1.95,2.79,1.16,2.02,0.84,6,1
2023-08-26,E0,15:00,Man United,Nott'm Forest,H,A,S Attwell,2023/2024,100.0,50.0,9,4,57.89,68.42,2.5,1.0,2.0,1.5,1.68,1.95,18,2.01,2.55,1.16,2.01,1.47,9,1
2023-09-02,E0,15:00,Chelsea,Nott'm Forest,A,D,T Robinson,2023/2024,66.67,33.33,2,3,57.89,63.16,1.67,0.67,1.33,1.33,1.8,1.95,21,1.91,2.28,1.16,2.07,1.37,7,0
2023-09-23,E0,15:00,Man City,Nott'm Forest,H,H,A Taylor,2023/2024,50.0,33.33,4,3,57.89,57.89,1.75,0.33,2.67,1.0,1.55,1.95,7,1.86,2.83,1.16,1.88,0.84,10,0
2023-10-07,E0,17:30,Crystal Palace,Nott'm Forest,D,D,C Pawson,2023/2024,40.0,25.0,2,5,57.89,63.16,1.4,0.75,0.75,0.8,2.51,1.95,8,1.94,1.68,1.16,1.99,1.37,16,0
2023-10-29,E0,14:00,Liverpool,Nott'm Forest,H,H,C Kavanagh,2023/2024,40.0,80.0,8,1,57.89,68.42,1.6,0.4,2.8,0.6,1.5,1.95,21,1.83,2.93,1.16,1.96,0.89,9,1
2023-11-12,E0,14:00,West Ham,Nott'm Forest,H,D,M Salisbury,2023/2024,40.0,60.0,6,5,57.89,52.63,1.6,1.6,1.6,0.6,1.99,1.95,16,2.02,2.0,1.16,2.01,1.47,10,1
2023-12-06,E0,19:30,Fulham,Nott'm Forest,H,H,J Smith,2023/2024,60.0,60.0,6,1,57.89,63.16,2.6,1.2,2.2,0.4,2.23,1.95,14,2.01,1.82,1.16,1.85,1.26,4,1
2023-12-09,E0,15:00,Wolves,Nott'm Forest,D,D,S Barrott,2023/2024,60.0,40.0,4,2,57.89,63.16,2.4,1.0,1.4,0.6,2.53,1.95,10,1.93,1.71,1.16,2.01,1.58,8,0
2023-12-26,E0,12:30,Newcastle,Nott'm Forest,A,D,C Kavanagh,2023/2024,80.0,60.0,7,6,57.89,68.42,2.6,0.8,2.0,1.2,1.78,1.95,19,1.89,2.45,1.16,2.02,1.16,15,1
2024-01-20,E0,17:30,Brentford,Nott'm Forest,H,D,D England,2023/2024,80.0,80.0,5,3,57.89,68.42,2.6,2.0,1.6,1.6,1.98,1.95,11,1.99,2.03,1.16,2.01,1.79,12,1
2024-02-04,E0,14:00,Bournemouth,Nott'm Forest,D,D,R Welch,2023/2024,60.0,60.0,2,6,57.89,63.16,2.2,1.4,1.6,1.4,1.67,1.95,9,1.81,2.5,1.16,2.01,1.47,8,0
2024-02-24,E0,15:00,Aston Villa,Nott'm Forest,H,H,S Barrott,2023/2024,60.0,80.0,6,3,57.89,78.95,2.0,2.0,2.0,1.8,1.56,1.95,16,1.95,2.69,1.16,1.95,1.47,10,1
2024-03-10,E0,14:00,Brighton,Nott'm Forest,H,H,M Salisbury,2023/2024,60.0,40.0,3,4,57.89,57.89,2.0,0.8,2.0,1.6,1.61,1.95,10,1.79,2.51,1.16,1.87,1.42,9,0
2024-03-16,E0,15:00,Luton,Nott'm Forest,D,A,D England,2023/2024,40.0,80.0,4,6,57.89,68.42,2.0,1.8,1.8,1.2,1.78,1.95,10,1.94,2.34,1.16,2.09,1.95,16,0
2024-04-07,E0,18:00,Tottenham,Nott'm Forest,H,D,S Hooper,2023/2024,40.0,100.0,7,6,57.89,84.21,2.0,1.2,2.2,1.0,1.43,1.95,17,1.89,3.25,1.16,2.03,1.42,13,1
2024-04-21,E0,13:30,Everton,Nott'm Forest,H,H,A Taylor,2023/2024,40.0,40.0,4,3,57.89,36.84,2.2,1.2,1.4,0.8,2.18,1.95,7,1.93,1.82,1.16,2.05,0.95,8,0
2024-05-04,E0,15:00,Sheffield United,Nott'm Forest,A,D,C Kavanagh,2023/2024,40.0,100.0,5,4,57.89,84.21,1.6,3.6,1.4,1.0,1.61,1.95,17,2.04,2.5,1.16,1.89,3.0,15,1
2024-05-19,E0,16:00,Burnley,Nott'm Forest,A,A,G Scott,2023/2024,60.0,60.0,3,6,57.89,57.89,1.6,1.8,1.2,1.4,1.6,1.95,20,1.85,2.6,1.16,2.04,2.26,12,1
2024-08-24,E0,15:00,Southampton,Nott'm Forest,A,D,S Barrott,2024/2025,0.0,0.0,1,8,68.42,68.42,0.0,1.0,0.0,1.0,1.97,1.58,5,2.03,2.18,1.68,2.07,2.47,23,0
2024-09-14,E0,15:00,Liverpool,Nott'm Forest,A,D,M Oliver,2024/2025,0.0,0.0,5,3,68.42,63.16,0.0,0.5,1.0,1.0,1.44,1.58,14,1.84,3.06,1.68,1.83,0.84,5,0
2024-09-22,E0,14:00,Brighton,Nott'm Forest,D,H,R Jones,2024/2025,33.33,66.67,3,3,68.42,68.42,0.67,1.0,1.33,1.33,1.99,1.58,14,2.07,2.12,1.68,1.86,1.37,4,1
2024-10-06,E0,14:00,Chelsea,Nott'm Forest,D,D,C Kavanagh,2024/2025,25.0,25.0,8,9,68.42,57.89,0.75,1.5,1.5,1.25,1.63,1.58,22,2.07,2.49,1.68,1.85,0.95,16,0
2024-10-25,E0,20:00,Leicester,Nott'm Forest,A,D,C Pawson,2024/2025,40.0,40.0,1,5,68.42,47.37,0.8,1.4,1.0,1.6,2.04,1.58,11,1.78,1.91,1.68,2.07,1.79,20,1
2024-11-23,E0,15:00,Arsenal,Nott'm Forest,H,H,S Hooper,2024/2025,60.0,80.0,7,0,68.42,52.63,1.4,1.2,2.6,1.4,1.9,1.58,19,1.93,2.1,1.68,2.03,0.89,7,1
2024-12-04,E0,19:30,Man City,Nott'm Forest,H,H,M Oliver,2024/2025,80.0,80.0,7,3,68.42,73.68,2.0,1.6,1.8,1.2,1.51,1.58,17,1.89,2.88,1.68,1.85,1.21,12,1
2024-12-07,E0,17:30,Man United,Nott'm Forest,A,D,D England,2024/2025,80.0,80.0,7,3,68.42,52.63,2.0,1.0,2.4,1.4,1.88,1.58,17,1.88,2.17,1.68,2.05,1.47,11,1
2024-12-21,E0,15:00,Brentford,Nott'm Forest,A,A,M Oliver,2024/2025,80.0,80.0,3,6,68.42,63.16,1.8,2.0,3.0,1.6,1.64,1.58,7,1.84,2.46,1.68,1.85,1.84,10,0
2024-12-29,E0,15:00,Everton,Nott'm Forest,A,A,T Harrington,2024/2025,60.0,20.0,2,7,68.42,47.37,1.6,0.6,1.0,1.4,2.45,1.58,13,1.85,1.66,1.68,2.02,1.21,11,0
2025-01-06,E0,20:00,Wolves,Nott'm Forest,A,A,P Bankes,2024/2025,60.0,60.0,6,3,68.42,57.89,1.0,1.8,1.4,2.0,2.1,1.58,13,1.85,2.1,1.68,1.99,1.68,11,1
2025-01-25,E0,15:00,Bournemouth,Nott'm Forest,H,H,C Pawson,2024/2025,60.0,20.0,10,4,68.42,31.58,1.4,0.2,1.6,2.0,1.87,1.58,16,1.98,2.25,1.68,2.08,0.84,18,1
2025-02-15,E0,15:00,Fulham,Nott'm Forest,H,D,T Bramall,2024/2025,60.0,60.0,10,2,68.42,63.16,1.4,1.2,1.2,1.6,2.04,1.58,24,1.86,1.94,1.68,1.98,1.58,8,1
2025-02-23,E0,14:00,Newcastle,Nott'm Forest,H,H,J Gillett,2024/2025,80.0,100.0,5,5,68.42,63.16,2.2,1.8,2.4,1.8,1.62,1.58,13,1.9,2.53,1.68,1.84,1.05,17,1
2025-03-15,E0,15:00,Ipswich,Nott'm Forest,A,A,M Salisbury,2024/2025,100.0,80.0,4,6,68.42,52.63,2.6,3.6,0.8,2.2,1.99,1.58,11,1.89,2.01,1.68,2.02,2.32,11,1
2025-04-05,E0,17:30,Aston Villa,Nott'm Forest,H,H,S Hooper,2024/2025,100.0,60.0,8,3,68.42,57.89,3.0,1.2,1.6,1.8,1.99,1.58,17,1.83,2.01,1.68,1.88,1.05,19,1
2025-04-21,E0,20:00,Tottenham,Nott'm Forest,A,A,P Bankes,2024/2025,100.0,60.0,6,3,68.42,73.68,2.2,1.2,1.4,2.2,1.7,1.58,22,2.05,2.31,1.68,2.03,1.84,4,1
2025-05-05,E0,20:00,Crystal Palace,Nott'm Forest,D,D,A Madley,2024/2025,80.0,40.0,3,4,68.42,47.37,2.0,0.6,1.6,2.2,2.05,1.58,20,1.88,1.92,1.68,1.85,1.37,12,0
2025-05-18,E0,14:15,West Ham,Nott'm Forest,A,A,S Barrott,2024/2025,80.0,40.0,5,5,68.42,57.89,1.4,1.4,1.0,2.0,2.03,1.58,16,1.81,1.9,1.68,1.88,1.79,10,1
2023-08-18,E0,19:45,Nott'm Forest,Sheffield United,H,H,P Bankes,2023/2024,100.0,100.0,4,3,57.89,52.63,2.0,1.0,2.0,1.0,2.31,2.47,16,1.93,1.75,0.84,1.95,1.58,7,1
2023-09-16,E0,15:00,Tottenham,Sheffield United,H,D,P Bankes,2023/2024,100.0,50.0,10,5,57.89,84.21,2.0,0.5,2.0,1.0,1.45,2.47,28,1.97,3.19,0.84,1.87,1.42,7,1
2023-09-30,E0,15:00,West Ham,Sheffield United,H,H,G Scott,2023/2024,66.67,66.67,9,2,57.89,52.63,2.0,1.33,2.0,0.67,1.82,2.47,20,1.97,2.42,0.84,1.91,1.47,16,0
2023-10-07,E0,15:00,Fulham,Sheffield United,H,D,S Barrott,2023/2024,75.0,50.0,6,2,57.89,63.16,2.25,1.5,1.0,0.75,1.87,2.47,20,1.84,2.16,0.84,1.73,1.26,5,1
2023-10-28,E0,15:00,Arsenal,Sheffield United,H,H,T Robinson,2023/2024,80.0,80.0,8,0,57.89,73.68,2.8,1.0,2.6,0.6,1.4,2.47,13,1.83,3.3,0.84,1.78,0.84,2,1
2023-11-12,E0,14:00,Brighton,Sheffield United,D,H,J Brooks,2023/2024,60.0,60.0,6,1,57.89,57.89,2.6,1.2,2.0,0.6,1.56,2.47,11,1.98,2.89,0.84,2.02,1.42,9,0
2023-12-02,E0,15:00,Burnley,Sheffield United,H,H,C Kavanagh,2023/2024,60.0,60.0,7,3,57.89,57.89,3.2,1.8,1.4,0.4,2.16,2.47,19,1.96,1.85,0.84,1.78,2.26,6,1
2023-12-16,E0,15:00,Chelsea,Sheffield United,H,D,A Madley,2023/2024,60.0,60.0,6,1,57.89,63.16,3.2,2.0,2.2,0.4,1.43,2.47,15,1.9,3.22,0.84,2.0,1.37,6,0
2023-12-22,E0,20:00,Aston Villa,Sheffield United,D,D,A Taylor,2023/2024,40.0,40.0,4,2,57.89,78.95,2.8,0.6,1.8,0.4,1.45,2.47,12,2.03,3.19,0.84,2.02,1.47,5,0
2023-12-30,E0,15:00,Man City,Sheffield United,H,H,D Coote,2023/2024,20.0,60.0,4,2,57.89,57.89,2.2,1.4,2.8,0.4,1.36,2.47,18,1.97,3.66,0.84,1.89,0.84,4,0
2024-01-30,E0,20:00,Crystal Palace,Sheffield United,H,D,T Harrington,2023/2024,40.0,60.0,4,5,57.89,63.16,2.6,1.6,1.6,0.6,2.11,2.47,12,2.08,1.92,0.84,2.08,1.37,9,1
2024-02-10,E0,15:00,Luton,Sheffield United,A,A,C Kavanagh,2023/2024,40.0,80.0,5,3,57.89,68.42,1.8,1.6,1.8,1.2,1.85,2.47,20,1.89,2.12,0.84,1.9,1.95,7,1
2024-02-25,E0,13:30,Wolves,Sheffield United,H,H,D Bond,2023/2024,40.0,60.0,2,4,57.89,63.16,1.6,1.4,1.8,1.2,1.81,2.47,13,1.79,2.2,0.84,1.86,1.58,12,0
2024-03-09,E0,15:00,Bournemouth,Sheffield United,D,A,A Taylor,2023/2024,60.0,60.0,12,9,57.89,63.16,1.8,1.6,1.2,1.4,1.5,2.47,32,1.92,2.96,0.84,1.92,1.47,13,1
2024-04-04,E0,19:30,Liverpool,Sheffield United,H,H,S Attwell,2023/2024,80.0,80.0,9,3,57.89,68.42,2.0,1.0,2.6,1.6,1.19,2.47,29,1.92,5.9,0.84,2.04,0.89,8,1
2024-04-13,E0,15:00,Brentford,Sheffield United,H,D,S Barrott,2023/2024,60.0,40.0,5,2,57.89,68.42,1.8,1.4,1.2,1.2,1.53,2.47,9,2.02,2.75,0.84,1.98,1.79,8,0
2024-04-24,E0,20:00,Man United,Sheffield United,H,D,M Salisbury,2023/2024,60.0,80.0,13,4,57.89,68.42,2.4,1.2,2.4,1.0,1.37,2.47,25,1.84,3.77,0.84,2.03,1.47,10,1
2024-04-27,E0,15:00,Newcastle,Sheffield United,H,D,T Harrington,2023/2024,80.0,80.0,7,5,57.89,68.42,3.2,1.0,3.4,1.2,1.33,2.47,20,1.99,3.87,0.84,1.86,1.16,15,1
2024-05-11,E0,15:00,Everton,Sheffield United,H,H,S Attwell,2023/2024,60.0,0.0,6,1,57.89,36.84,3.0,0.0,1.4,0.8,1.55,2.47,15,1.89,2.63,0.84,2.01,0.95,13,0
2024-08-17,E0,15:00,Newcastle,Southampton,H,H,C Pawson,2024/2025,0.0,0.0,1,4,52.63,63.16,1.0,0.0,1.0,0.0,1.46,2.05,3,1.82,3.05,0.68,1.95,1.05,19,0
2024-08-31,E0,15:00,Brentford,Southampton,H,H,J Smith,2024/2025,50.0,100.0,7,6,52.63,63.16,2.0,1.0,2.5,0.5,1.85,2.05,20,2.02,2.12,0.68,1.89,1.84,18,1
2024-09-30,E0,20:00,Bournemouth,Southampton,H,H,M Oliver,2024/2025,66.67,33.33,6,3,52.63,31.58,2.33,1.0,1.33,0.67,1.64,2.05,14,1.83,2.55,0.68,2.07,0.84,9,1
2024-10-05,E0,15:00,Arsenal,Southampton,H,D,T Harrington,2024/2025,75.0,50.0,6,2,52.63,52.63,2.5,1.0,2.5,0.75,1.46,2.05,29,1.87,3.0,0.68,2.01,0.89,8,1
2024-10-26,E0,15:00,Man City,Southampton,H,H,T Harrington,2024/2025,60.0,80.0,8,2,52.63,73.68,2.2,1.2,2.4,0.6,1.25,2.05,22,1.91,4.42,0.68,1.98,1.21,5,0
2024-11-09,E0,15:00,Wolves,Southampton,H,H,T Bramall,2024/2025,60.0,80.0,4,0,52.63,57.89,2.4,1.6,1.4,0.6,1.75,2.05,8,1.92,2.26,0.68,1.92,1.68,9,0
2024-11-29,E0,20:00,Brighton,Southampton,D,H,R Jones,2024/2025,40.0,80.0,5,2,52.63,68.42,2.0,1.6,2.0,0.6,1.42,2.05,22,2.0,3.27,0.68,1.88,1.37,10,0
2024-12-07,E0,15:00,Aston Villa,Southampton,H,H,D Bond,2024/2025,20.0,40.0,5,0,52.63,57.89,1.6,0.8,1.4,0.4,1.51,2.05,18,1.88,2.88,0.68,1.89,1.05,4,0
2024-12-22,E0,14:00,Fulham,Southampton,D,D,T Robinson,2024/2025,0.0,60.0,5,1,52.63,63.16,1.0,1.4,1.4,0.2,1.82,2.05,16,2.03,2.39,0.68,1.98,1.58,5,0
2024-12-29,E0,15:00,Crystal Palace,Southampton,H,D,M Salisbury,2024/2025,20.0,60.0,10,3,52.63,47.37,1.2,2.2,1.2,0.4,1.81,2.05,19,1.88,2.25,0.68,1.83,1.37,7,1
2025-01-16,E0,20:00,Man United,Southampton,H,A,J Brooks,2024/2025,40.0,80.0,9,5,52.63,52.63,1.4,1.8,1.8,0.6,1.58,2.05,23,2.02,2.53,0.68,2.0,1.47,13,1
2025-01-19,E0,14:00,Nott'm Forest,Southampton,H,H,A Taylor,2024/2025,60.0,40.0,5,4,52.63,31.58,1.8,0.8,1.6,0.8,1.75,2.05,14,1.88,2.3,0.68,2.0,0.84,10,1
2025-02-01,E0,15:00,Ipswich,Southampton,A,D,M Oliver,2024/2025,80.0,60.0,6,4,52.63,52.63,1.8,2.8,0.6,1.2,1.89,2.05,15,1.91,2.17,0.68,1.9,2.32,9,1
2025-02-25,E0,20:15,Chelsea,Southampton,H,H,T Bramall,2024/2025,100.0,100.0,10,2,52.63,57.89,2.6,1.2,2.4,1.2,1.31,2.05,19,1.93,4.0,0.68,1.93,0.95,7,1
2025-03-08,E0,15:00,Liverpool,Southampton,H,A,L Smith,2024/2025,100.0,80.0,7,4,52.63,63.16,2.8,1.0,2.6,1.2,1.3,2.05,28,2.04,4.1,0.68,1.95,0.84,6,1
2025-04-06,E0,14:00,Tottenham,Southampton,H,H,M Salisbury,2024/2025,100.0,60.0,8,4,52.63,73.68,2.8,1.2,1.4,1.2,1.45,2.05,13,1.95,3.2,0.68,1.86,1.84,12,1
2025-04-19,E0,15:00,West Ham,Southampton,D,D,A Kitchen,2024/2025,80.0,20.0,4,4,52.63,57.89,2.4,1.0,1.0,1.0,1.63,2.05,12,1.99,2.42,0.68,2.08,1.79,15,0
2025-05-03,E0,15:00,Leicester,Southampton,H,H,D Webb,2024/2025,60.0,60.0,4,2,52.63,47.37,2.6,2.2,0.4,0.6,1.9,2.05,14,2.08,2.14,0.68,1.85,1.79,8,0
2025-05-18,E0,12:00,Everton,Southampton,H,H,M Oliver,2024/2025,40.0,20.0,5,2,52.63,47.37,2.2,1.2,1.2,0.6,1.82,2.05,13,1.96,2.15,0.68,1.95,1.21,6,0
2023-08-13,E0,14:00,Brentford,Tottenham,D,D,R Jones,2023/2024,100.0,100.0,6,6,73.68,68.42,2.0,2.0,2.0,2.0,1.78,1.79,11,1.89,2.29,1.89,1.87,1.79,18,1
2023-08-26,E0,12:30,Bournemouth,Tottenham,A,A,T Robinson,2023/2024,50.0,0.0,3,6,73.68,63.16,1.0,1.5,0.5,2.0,1.61,1.79,11,1.84,2.63,1.89,1.94,1.47,17,0
