Date,Div,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,Season,Over2.5,Last5HomeOver2.5Perc,Last5AwayOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,HS,AS,AF,HF,MaxCA,HC,AC,HST,AST,MaxCH,MaxAHA,AY
2025-03-30,I1,Inter,Udinese,2,1,H,2,0,2024/2025,1,80.0,40.0,63.16,47.37,13,11,14,8,9.5,2,4,3,4,1.48,1.99,0
2025-04-04,I1,Genoa,Udinese,1,0,H,0,0,2024/2025,0,20.0,20.0,42.11,47.37,13,5,14,16,3.6,1,2,7,2,2.45,1.83,2
2025-04-23,I1,Torino,Udinese,2,0,H,1,0,2024/2025,0,20.0,20.0,15.79,47.37,10,10,13,11,3.41,8,7,4,6,2.56,1.86,2
2025-05-03,I1,Cagliari,Udinese,1,2,A,1,1,2024/2025,1,60.0,40.0,57.89,47.37,8,11,15,5,3.27,5,4,2,3,2.65,2.01,2
2025-05-18,I1,Juventus,Udinese,2,0,H,0,0,2024/2025,0,40.0,40.0,42.11,47.37,24,7,13,9,8.85,12,3,7,2,1.44,2.04,3
2025-08-31,I1,Inter,Udinese,1,2,A,1,2,2025/2026,1,100.0,100.0,75.0,42.86,16,10,5,17,12.0,13,2,4,5,1.3,1.93,3
2025-09-14,I1,Pisa,Udinese,0,1,A,0,1,2025/2026,0,0.0,50.0,0.0,42.86,12,13,15,13,2.75,8,6,2,3,2.95,1.93,2
2025-09-28,I1,Sassuolo,Udinese,3,1,H,2,0,2025/2026,1,33.33,66.67,57.14,42.86,11,12,22,5,3.3,1,5,5,5,2.4,1.88,3
2025-10-20,I1,Cremonese,Udinese,1,1,D,1,0,2025/2026,0,33.33,50.0,42.86,42.86,11,8,14,15,2.45,5,4,4,1,3.25,2.1,2
2025-10-29,I1,Juventus,Udinese,3,1,H,1,1,2025/2026,1,40.0,60.0,42.86,42.86,25,8,13,12,8.0,8,4,11,2,1.48,1.86,4
2025-11-09,I1,Roma,Udinese,2,0,H,1,0,2025/2026,0,20.0,40.0,14.29,42.86,13,10,14,13,7.5,3,4,4,4,1.55,1.88,1
2025-11-29,I1,Parma,Udinese,0,2,A,0,1,2025/2026,0,40.0,40.0,42.86,42.86,17,14,19,6,2.83,5,9,2,5,2.75,22.0,2
2024-08-18,I1,Lazio,Venezia,3,1,H,2,1,2024/2025,1,100.0,100.0,63.16,52.63,13,11,11,14,9.55,6,3,6,3,1.43,1.84,2
2024-08-25,I1,Fiorentina,Venezia,0,0,D,0,0,2024/2025,0,0.0,50.0,63.16,52.63,12,7,19,13,7.5,7,3,8,4,1.52,1.91,2
2024-09-14,I1,Milan,Venezia,4,0,H,4,0,2024/2025,1,100.0,66.67,47.37,52.63,12,6,12,12,12.0,6,1,8,1,1.29,2.05,3
2024-09-29,I1,Roma,Venezia,2,1,H,0,1,2024/2025,1,100.0,75.0,52.63,52.63,22,18,13,8,8.5,6,3,5,7,1.51,1.98,2
2024-10-04,I1,Verona,Venezia,2,1,H,1,1,2024/2025,1,100.0,80.0,57.89,52.63,13,11,7,10,3.06,13,6,4,2,2.67,1.81,0
2024-10-27,I1,Monza,Venezia,2,2,D,2,2,2024/2025,1,40.0,80.0,47.37,52.63,13,6,16,17,3.76,4,3,2,2,2.2,2.05,2
2024-11-03,I1,Inter,Venezia,1,0,H,0,0,2024/2025,0,80.0,80.0,63.16,52.63,20,7,15,14,16.8,9,3,8,2,1.21,2.11,1
2024-11-30,I1,Bologna,Venezia,3,0,H,1,0,2024/2025,1,20.0,80.0,47.37,52.63,16,5,15,14,4.9,1,0,9,1,1.94,2.06,2
2024-12-14,I1,Juventus,Venezia,2,2,D,1,0,2024/2025,1,60.0,80.0,42.11,52.63,12,8,8,9,10.3,7,4,4,2,1.42,1.9,3
2024-12-29,I1,Napoli,Venezia,1,0,H,0,0,2024/2025,0,20.0,60.0,47.37,52.63,25,4,12,10,13.55,14,4,8,2,1.3,1.84,3
2025-01-19,I1,Parma,Venezia,1,1,D,0,1,2024/2025,0,80.0,40.0,52.63,52.63,19,7,16,13,3.5,8,2,8,2,2.25,1.99,3
2025-02-01,I1,Udinese,Venezia,3,2,H,0,0,2024/2025,1,80.0,60.0,52.63,52.63,13,14,9,20,5.34,4,6,5,3,1.83,2.05,3
2025-02-17,I1,Genoa,Venezia,2,0,H,0,0,2024/2025,0,20.0,40.0,42.11,52.63,14,7,15,14,5.28,4,5,5,3,1.89,2.02,1
2025-03-01,I1,Atalanta,Venezia,0,0,D,0,0,2024/2025,0,20.0,20.0,52.63,52.63,18,8,14,12,17.0,3,2,3,2,1.23,2.11,2
2025-03-08,I1,Como,Venezia,1,1,D,0,0,2024/2025,0,80.0,20.0,47.37,52.63,12,11,14,11,6.5,3,5,7,6,1.7,1.88,3
2025-04-06,I1,Lecce,Venezia,1,1,D,0,0,2024/2025,0,20.0,20.0,42.11,52.63,23,13,14,10,3.67,8,3,4,3,2.5,1.91,4
2025-04-20,I1,Empoli,Venezia,2,2,D,0,0,2024/2025,1,40.0,20.0,36.84,52.63,11,13,15,18,3.73,2,5,4,7,2.38,1.95,1
2025-05-02,I1,Torino,Venezia,1,1,D,0,1,2024/2025,0,20.0,20.0,15.79,52.63,19,7,18,7,3.21,5,1,4,3,2.71,1.83,0
2025-05-18,I1,Cagliari,Venezia,3,0,H,2,0,2024/2025,1,80.0,40.0,57.89,52.63,20,10,9,7,2.89,8,8,5,1,2.92,2.14,1
2023-08-19,I1,Empoli,Verona,0,1,A,0,0,2023/2024,0,0.0,0.0,31.58,42.11,10,10,18,17,3.54,2,4,4,4,2.35,1.97,2
2023-09-01,I1,Sassuolo,Verona,3,1,H,1,0,2023/2024,1,50.0,50.0,47.37,42.11,16,11,13,8,4.1,10,1,7,3,2.05,1.91,3
2023-09-23,I1,Milan,Verona,1,0,H,1,0,2023/2024,0,50.0,33.33,52.63,42.11,9,10,9,13,9.5,2,3,4,2,1.42,2.04,2
2023-10-02,I1,Torino,Verona,0,0,D,0,0,2023/2024,0,0.0,25.0,26.32,42.11,8,5,11,6,5.99,10,1,2,2,1.88,2.04,1
2023-10-08,I1,Frosinone,Verona,2,1,H,1,0,2023/2024,1,80.0,40.0,73.68,42.11,11,16,12,9,3.52,2,4,2,4,2.3,1.88,4
2023-10-28,I1,Juventus,Verona,1,0,H,0,0,2023/2024,0,20.0,40.0,26.32,42.11,30,7,8,13,11.0,5,1,6,1,1.41,2.09,2
2023-11-10,I1,Genoa,Verona,1,0,H,1,0,2023/2024,0,40.0,20.0,42.11,42.11,16,7,16,9,5.3,6,7,6,1,1.94,1.98,4
2023-12-03,I1,Udinese,Verona,3,3,D,2,1,2023/2024,1,40.0,40.0,47.37,42.11,12,13,13,16,5.0,5,3,6,4,1.87,1.96,5
2023-12-17,I1,Fiorentina,Verona,1,0,H,0,0,2023/2024,0,40.0,40.0,68.42,42.11,5,19,12,11,7.3,1,6,3,7,1.51,1.96,1
2024-01-06,I1,Inter,Verona,2,1,H,1,0,2023/2024,1,40.0,40.0,52.63,42.11,15,8,15,16,19.0,7,0,6,3,1.2,2.0,2
2024-01-20,I1,Roma,Verona,2,1,H,2,0,2023/2024,1,40.0,60.0,52.63,42.11,9,12,12,14,8.34,1,2,2,3,1.48,2.13,2
2024-02-04,I1,Napoli,Verona,2,1,H,0,0,2023/2024,1,80.0,80.0,63.16,42.11,19,12,14,11,8.5,9,2,8,2,1.5,1.95,2
2024-02-11,I1,Monza,Verona,0,0,D,0,0,2023/2024,0,20.0,60.0,42.11,42.11,11,10,15,19,3.56,5,2,1,1,2.35,2.13,2
2024-02-23,I1,Bologna,Verona,2,0,H,1,0,2023/2024,0,40.0,60.0,36.84,42.11,12,7,15,12,7.3,11,1,3,3,1.71,1.89,2
2024-03-10,I1,Lecce,Verona,0,1,A,0,1,2023/2024,0,60.0,40.0,36.84,42.11,15,13,19,15,3.98,11,6,3,4,2.24,1.99,3
2024-04-01,I1,Cagliari,Verona,1,1,D,0,1,2023/2024,0,60.0,20.0,63.16,42.11,11,8,16,11,4.0,7,2,2,5,2.27,2.07,2
2024-04-15,I1,Atalanta,Verona,2,2,D,2,0,2023/2024,1,80.0,20.0,68.42,42.11,16,13,10,6,8.0,5,4,9,5,1.47,1.9,2
2024-04-27,I1,Lazio,Verona,1,0,H,0,0,2023/2024,0,40.0,20.0,26.32,42.11,17,7,18,13,6.01,4,2,5,1,1.65,2.11,4
2024-05-20,I1,Salernitana,Verona,1,2,A,0,2,2023/2024,1,60.0,40.0,68.42,42.11,9,17,19,14,1.72,4,6,1,5,5.5,1.96,2
2024-09-01,I1,Genoa,Verona,0,2,A,0,0,2024/2025,0,50.0,0.0,42.11,36.84,11,10,16,8,4.1,3,1,1,3,2.15,1.88,6
2024-09-16,I1,Lazio,Verona,2,1,H,2,1,2024/2025,1,100.0,50.0,63.16,36.84,14,7,10,13,6.7,9,6,7,2,1.59,2.11,2
2024-09-29,I1,Como,Verona,3,2,H,1,0,2024/2025,1,100.0,66.67,47.37,36.84,24,6,19,10,4.5,9,1,11,3,1.98,2.09,5
2024-10-26,I1,Atalanta,Verona,6,1,H,5,1,2024/2025,1,100.0,75.0,52.63,36.84,19,4,15,3,12.44,4,2,10,2,1.33,2.04,1
2024-10-29,I1,Lecce,Verona,1,0,H,0,0,2024/2025,0,60.0,60.0,42.11,36.84,14,7,21,14,3.64,3,4,6,1,2.36,1.94,3
2024-11-10,I1,Fiorentina,Verona,3,1,H,1,1,2024/2025,1,100.0,80.0,63.16,36.84,11,8,19,1,7.5,8,3,6,2,1.53,1.9,2
2024-11-29,I1,Cagliari,Verona,1,0,H,0,0,2024/2025,0,40.0,60.0,57.89,36.84,19,11,12,10,4.3,7,1,6,2,2.01,1.95,2
2024-12-15,I1,Parma,Verona,2,3,A,1,1,2024/2025,1,60.0,60.0,52.63,36.84,19,17,16,5,4.02,5,2,8,6,2.15,2.03,3
2024-12-30,I1,Bologna,Verona,2,3,A,1,2,2024/2025,1,40.0,60.0,47.37,36.84,23,8,24,9,8.36,11,5,7,4,1.55,2.04,5
2025-01-12,I1,Napoli,Verona,2,0,H,1,0,2024/2025,0,20.0,60.0,47.37,36.84,14,6,5,6,12.0,8,1,3,2,1.36,1.92,0
2025-01-27,I1,Venezia,Verona,1,1,D,1,0,2024/2025,0,40.0,40.0,31.58,36.84,9,21,14,16,3.37,7,9,1,5,2.36,2.01,1
2025-02-01,I1,Monza,Verona,0,1,A,0,1,2024/2025,0,80.0,40.0,47.37,36.84,9,12,23,12,3.38,7,3,2,4,2.56,1.95,3
2025-02-15,I1,Milan,Verona,1,0,H,0,0,2024/2025,0,20.0,20.0,47.37,36.84,18,7,18,11,10.1,10,7,3,2,1.39,1.94,0
2025-03-03,I1,Juventus,Verona,2,0,H,0,0,2024/2025,0,40.0,0.0,42.11,36.84,27,5,8,14,12.0,6,0,9,2,1.35,1.99,0
2025-03-15,I1,Udinese,Verona,0,1,A,0,0,2024/2025,0,60.0,0.0,52.63,36.84,11,7,16,21,5.34,2,1,3,2,1.82,1.92,2
2025-04-06,I1,Torino,Verona,1,1,D,0,0,2024/2025,0,20.0,0.0,15.79,36.84,7,13,19,9,5.35,1,5,3,1,1.95,1.81,1
2025-04-19,I1,Roma,Verona,1,0,H,1,0,2024/2025,0,40.0,0.0,52.63,36.84,6,8,17,5,6.75,4,6,3,2,1.6,1.93,2
2025-05-03,I1,Inter,Verona,1,0,H,1,0,2024/2025,0,60.0,0.0,63.16,36.84,9,6,11,6,7.69,4,3,2,1,1.49,1.89,3
2025-05-25,I1,Empoli,Verona,1,2,A,1,1,2024/2025,1,60.0,20.0,36.84,36.84,14,5,29,10,5.19,13,1,5,2,2.01,1.9,2
2025-08-25,I1,Udinese,Verona,1,1,D,0,0,2025/2026,0,0.0,0.0,57.14,42.86,14,9,14,14,4.5,5,1,4,3,2.0,1.88,2
2025-08-31,I1,Lazio,Verona,4,0,H,3,0,2025/2026,1,100.0,50.0,28.57,42.86,22,12,19,8,6.5,8,1,6,4,1.6,1.79,0
2025-09-28,I1,Roma,Verona,2,0,H,1,0,2025/2026,0,0.0,33.33,14.29,42.86,10,12,19,11,8.5,8,1,5,3,1.44,1.83,4
2025-10-18,I1,Pisa,Verona,0,0,D,0,0,2025/2026,0,0.0,25.0,0.0,42.86,7,15,14,8,3.0,3,8,0,3,2.83,2.05,2
2025-10-29,I1,Como,Verona,3,1,H,1,1,2025/2026,1,20.0,40.0,14.29,42.86,15,13,21,11,7.0,1,3,5,9,1.6,2.06,4
2025-11-08,I1,Lecce,Verona,0,0,D,0,0,2025/2026,0,40.0,40.0,42.86,42.86,11,5,18,10,3.14,7,2,6,2,2.8,2.0,4
2025-11-29,I1,Genoa,Verona,2,1,H,1,1,2025/2026,1,60.0,40.0,42.86,42.86,15,13,19,9,4.75,2,3,4,5,2.05,1.83,3
