Date,Div,Time,HomeTeam,AwayTeam,FTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HomeOver2.5Perc,AwayOver2.5Perc,MaxCA,MaxCH,MaxD,Last5AwayOver2.5Count,Last5HomeOver2.5Count,Over2.5
2023-08-27,D1,16:30,Bayern Munich,Augsburg,H,2023/2024,100.0,100.0,70.59,64.71,29.0,1.12,17.0,1.0,1.0,1
2023-09-16,D1,14:30,RB Leipzig,Augsburg,H,2023/2024,100.0,100.0,58.82,64.71,13.0,1.3,7.6,2.0,2.0,1
2023-10-01,D1,16:30,Freiburg,Augsburg,H,2023/2024,66.67,33.33,58.82,64.71,4.7,1.93,4.3,2.0,1.0,0
2023-10-22,D1,16:30,Heidenheim,Augsburg,A,2023/2024,75.0,75.0,58.82,64.71,3.23,2.45,3.79,3.0,3.0,1
2023-11-04,D1,14:30,FC Koln,Augsburg,D,2023/2024,60.0,60.0,41.18,64.71,3.56,2.16,3.85,3.0,3.0,0
2023-11-25,D1,14:30,Union Berlin,Augsburg,D,2023/2024,40.0,60.0,58.82,64.71,4.07,2.08,3.76,2.0,3.0,0
2023-12-09,D1,14:30,Werder Bremen,Augsburg,H,2023/2024,20.0,60.0,70.59,64.71,3.25,2.35,3.89,1.0,3.0,0
2023-12-20,D1,19:30,Stuttgart,Augsburg,H,2023/2024,40.0,60.0,76.47,64.71,8.5,1.42,5.7,2.0,3.0,1
2024-01-21,D1,16:30,M'gladbach,Augsburg,A,2023/2024,40.0,100.0,76.47,64.71,4.36,1.88,4.2,2.0,5.0,1
2024-02-03,D1,14:30,Bochum,Augsburg,D,2023/2024,40.0,40.0,58.82,64.71,3.24,2.45,3.75,2.0,2.0,0
2024-02-17,D1,14:30,Mainz,Augsburg,H,2023/2024,40.0,0.0,35.29,64.71,4.1,2.01,3.74,2.0,0.0,0
2024-03-02,D1,14:30,Darmstadt,Augsburg,A,2023/2024,60.0,80.0,64.71,64.71,2.15,3.64,3.55,3.0,4.0,1
2024-03-16,D1,14:30,Wolfsburg,Augsburg,A,2023/2024,60.0,60.0,64.71,64.71,3.3,2.36,3.78,3.0,3.0,1
2024-04-07,D1,14:30,Hoffenheim,Augsburg,H,2023/2024,60.0,60.0,70.59,64.71,3.0,2.34,4.07,3.0,3.0,1
2024-04-19,D1,19:30,Ein Frankfurt,Augsburg,H,2023/2024,80.0,60.0,52.94,64.71,3.93,2.0,3.87,4.0,3.0,1
2024-05-04,D1,14:30,Dortmund,Augsburg,H,2023/2024,100.0,60.0,64.71,64.71,3.61,2.08,4.5,5.0,3.0,1
2024-05-18,D1,14:30,Leverkusen,Augsburg,H,2023/2024,100.0,80.0,82.35,64.71,15.0,1.23,7.2,5.0,4.0,1
2024-09-01,D1,14:30,Heidenheim,Augsburg,H,2024/2025,100.0,100.0,58.82,52.94,3.05,2.5,3.72,1.0,1.0,1
2024-09-28,D1,14:30,RB Leipzig,Augsburg,H,2024/2025,100.0,33.33,64.71,52.94,6.5,1.56,5.55,2.0,1.0,1
2024-10-19,D1,14:30,Freiburg,Augsburg,H,2024/2025,100.0,100.0,82.35,52.94,5.56,1.72,4.11,3.0,4.0,1
2024-11-02,D1,14:30,Wolfsburg,Augsburg,D,2024/2025,75.0,80.0,58.82,52.94,3.74,2.15,4.0,3.0,4.0,0
2024-11-22,D1,19:30,Bayern Munich,Augsburg,H,2024/2025,80.0,60.0,82.35,52.94,23.0,1.14,12.0,4.0,3.0,1
2024-12-07,D1,14:30,Ein Frankfurt,Augsburg,D,2024/2025,80.0,60.0,70.59,52.94,6.5,1.62,4.6,4.0,3.0,1
2024-12-21,D1,14:30,Holstein Kiel,Augsburg,H,2024/2025,80.0,40.0,70.59,52.94,2.29,3.6,3.4,4.0,2.0,1
2025-01-15,D1,19:30,Union Berlin,Augsburg,A,2024/2025,60.0,20.0,47.06,52.94,3.87,2.21,3.73,3.0,1.0,0
2025-01-19,D1,16:30,Werder Bremen,Augsburg,A,2024/2025,60.0,80.0,52.94,52.94,4.25,1.98,3.91,3.0,4.0,0
2025-02-01,D1,14:30,St Pauli,Augsburg,D,2024/2025,40.0,40.0,17.65,52.94,3.86,2.21,3.3,2.0,2.0,0
2025-02-08,D1,14:30,Mainz,Augsburg,D,2024/2025,20.0,20.0,35.29,52.94,5.09,1.87,3.89,1.0,1.0,0
2025-02-22,D1,14:30,M'gladbach,Augsburg,A,2024/2025,20.0,60.0,58.82,52.94,4.18,1.98,4.04,1.0,3.0,1
2025-03-08,D1,14:30,Dortmund,Augsburg,A,2024/2025,20.0,80.0,76.47,52.94,8.8,1.43,4.6,1.0,4.0,0
2025-03-29,D1,14:30,Hoffenheim,Augsburg,D,2024/2025,20.0,40.0,58.82,52.94,3.19,2.48,3.48,1.0,2.0,0
2025-04-12,D1,14:30,Bochum,Augsburg,A,2024/2025,40.0,60.0,47.06,52.94,3.26,2.42,3.55,2.0,3.0,1
2025-04-26,D1,14:30,Leverkusen,Augsburg,H,2024/2025,40.0,20.0,64.71,52.94,6.75,1.52,5.28,2.0,1.0,0
2025-05-11,D1,18:30,Stuttgart,Augsburg,H,2024/2025,40.0,80.0,76.47,52.94,5.84,1.62,4.78,2.0,4.0,1
2025-08-23,D1,14:30,Freiburg,Augsburg,A,2025/2026,100.0,100.0,100.0,100.0,4.0,2.0,3.7,1.0,1.0,1
2025-09-14,D1,14:30,St Pauli,Augsburg,H,2025/2026,100.0,100.0,100.0,100.0,3.55,2.18,3.4,2.0,2.0,1
2023-08-18,D1,19:30,Werder Bremen,Bayern Munich,A,2023/2024,100.0,100.0,70.59,94.12,1.4,9.5,6.5,1.0,1.0,1
2023-09-02,D1,17:30,M'gladbach,Bayern Munich,A,2023/2024,100.0,100.0,76.47,94.12,1.3,11.0,7.0,2.0,2.0,1
2023-09-30,D1,17:30,RB Leipzig,Bayern Munich,D,2023/2024,100.0,100.0,58.82,94.12,1.9,4.34,4.35,3.0,3.0,1
2023-10-21,D1,17:30,Mainz,Bayern Munich,A,2023/2024,100.0,75.0,35.29,94.12,1.32,10.0,7.0,4.0,3.0,1
2023-11-04,D1,17:30,Dortmund,Bayern Munich,A,2023/2024,100.0,60.0,64.71,94.12,1.9,4.08,4.61,5.0,3.0,1
2023-11-24,D1,19:30,FC Koln,Bayern Munich,A,2023/2024,80.0,40.0,41.18,94.12,1.3,12.2,7.3,4.0,2.0,0
2023-12-09,D1,14:30,Ein Frankfurt,Bayern Munich,H,2023/2024,80.0,60.0,52.94,94.12,1.4,9.5,6.3,4.0,3.0,1
2023-12-20,D1,19:30,Wolfsburg,Bayern Munich,A,2023/2024,80.0,80.0,64.71,94.12,1.5,7.0,6.1,4.0,4.0,1
2024-01-27,D1,14:30,Augsburg,Bayern Munich,A,2023/2024,80.0,40.0,58.82,94.12,1.36,9.12,6.5,4.0,2.0,1
2024-02-10,D1,17:30,Leverkusen,Bayern Munich,H,2023/2024,80.0,60.0,82.35,94.12,3.07,2.55,4.01,4.0,3.0,1
2024-02-18,D1,16:30,Bochum,Bayern Munich,H,2023/2024,100.0,40.0,58.82,94.12,1.42,7.65,6.2,5.0,2.0,1
2024-03-01,D1,19:30,Freiburg,Bayern Munich,D,2023/2024,100.0,80.0,58.82,94.12,1.52,6.39,5.0,5.0,4.0,1
2024-03-16,D1,14:30,Darmstadt,Bayern Munich,A,2023/2024,100.0,80.0,64.71,94.12,1.16,18.9,10.0,5.0,4.0,1
2024-04-06,D1,14:30,Heidenheim,Bayern Munich,H,2023/2024,100.0,60.0,58.82,94.12,1.41,7.58,6.4,5.0,3.0,1
2024-04-20,D1,17:30,Union Berlin,Bayern Munich,A,2023/2024,100.0,60.0,58.82,94.12,1.73,4.9,4.7,5.0,3.0,1
2024-05-04,D1,14:30,Stuttgart,Bayern Munich,H,2023/2024,100.0,60.0,76.47,94.12,2.7,2.69,4.21,5.0,3.0,1
2024-05-18,D1,14:30,Hoffenheim,Bayern Munich,H,2023/2024,100.0,80.0,70.59,94.12,1.97,3.59,4.6,5.0,4.0,1
2024-08-25,D1,14:30,Wolfsburg,Bayern Munich,A,2024/2025,100.0,100.0,58.82,70.59,1.54,7.0,5.1,1.0,1.0,1
2024-09-14,D1,17:30,Holstein Kiel,Bayern Munich,A,2024/2025,100.0,50.0,70.59,70.59,1.22,15.0,7.9,2.0,1.0,1
2024-09-21,D1,14:30,Werder Bremen,Bayern Munich,A,2024/2025,100.0,50.0,52.94,70.59,1.34,11.0,5.9,3.0,1.0,1
2024-10-06,D1,16:30,Ein Frankfurt,Bayern Munich,D,2024/2025,100.0,66.67,70.59,70.59,1.55,6.01,5.04,4.0,2.0,1
2024-10-27,D1,14:30,Bochum,Bayern Munich,A,2024/2025,100.0,75.0,47.06,70.59,1.18,21.0,10.0,5.0,3.0,1
2024-11-09,D1,14:30,St Pauli,Bayern Munich,A,2024/2025,80.0,20.0,17.65,70.59,1.23,17.0,7.5,4.0,1.0,0
2024-11-30,D1,17:30,Dortmund,Bayern Munich,D,2024/2025,60.0,80.0,76.47,70.59,1.78,4.92,4.58,3.0,4.0,0
2024-12-14,D1,14:30,Mainz,Bayern Munich,H,2024/2025,60.0,40.0,35.29,70.59,1.57,7.0,4.94,3.0,2.0,1
2025-01-11,D1,17:30,M'gladbach,Bayern Munich,A,2024/2025,40.0,40.0,58.82,70.59,1.36,8.79,5.5,2.0,2.0,0
2025-01-25,D1,14:30,Freiburg,Bayern Munich,A,2024/2025,40.0,80.0,82.35,70.59,1.28,13.39,5.87,2.0,4.0,1
2025-02-15,D1,17:30,Leverkusen,Bayern Munich,D,2024/2025,40.0,60.0,64.71,70.59,2.4,3.16,3.87,2.0,3.0,0
2025-02-28,D1,19:30,Stuttgart,Bayern Munich,A,2024/2025,60.0,100.0,76.47,70.59,1.8,4.8,4.46,3.0,5.0,1
2025-03-15,D1,14:30,Union Berlin,Bayern Munich,D,2024/2025,40.0,40.0,47.06,70.59,1.36,10.0,5.7,2.0,2.0,0
2025-04-04,D1,19:30,Augsburg,Bayern Munich,A,2024/2025,60.0,40.0,52.94,70.59,1.44,8.3,5.15,3.0,2.0,1
2025-04-19,D1,14:30,Heidenheim,Bayern Munich,A,2024/2025,60.0,60.0,58.82,70.59,1.3,11.0,6.5,3.0,3.0,1
2025-05-03,D1,14:30,RB Leipzig,Bayern Munich,D,2024/2025,80.0,60.0,64.71,70.59,1.78,4.2,4.75,4.0,3.0,1
2025-05-17,D1,14:30,Hoffenheim,Bayern Munich,A,2024/2025,80.0,40.0,58.82,70.59,1.68,4.83,5.5,4.0,2.0,1
2025-08-30,D1,17:30,Augsburg,Bayern Munich,A,2025/2026,100.0,100.0,100.0,100.0,1.32,10.0,6.75,1.0,1.0,1
2023-08-19,D1,14:30,Stuttgart,Bochum,H,2023/2024,100.0,100.0,76.47,70.59,4.52,1.85,4.4,1.0,1.0,1
2023-09-02,D1,14:30,Augsburg,Bochum,D,2023/2024,100.0,100.0,58.82,70.59,3.45,2.29,3.85,2.0,2.0,1
2023-09-23,D1,14:30,Bayern Munich,Bochum,H,2023/2024,100.0,100.0,70.59,70.59,21.0,1.15,14.0,3.0,3.0,1
2023-10-07,D1,14:30,RB Leipzig,Bochum,D,2023/2024,75.0,75.0,58.82,70.59,13.0,1.3,7.3,3.0,3.0,0
2023-10-21,D1,14:30,Freiburg,Bochum,H,2023/2024,80.0,50.0,58.82,70.59,5.02,1.84,4.2,4.0,2.0,1
2023-11-03,D1,19:30,Darmstadt,Bochum,A,2023/2024,80.0,100.0,64.71,70.59,3.18,2.42,3.75,4.0,5.0,1
2023-11-26,D1,14:30,Heidenheim,Bochum,D,2023/2024,60.0,40.0,58.82,70.59,3.17,2.42,3.94,3.0,2.0,0
2023-12-08,D1,19:30,Hoffenheim,Bochum,H,2023/2024,60.0,80.0,70.59,70.59,4.54,1.83,4.46,3.0,4.0,1
2023-12-20,D1,19:30,Leverkusen,Bochum,H,2023/2024,80.0,80.0,82.35,70.59,15.0,1.25,9.2,4.0,4.0,1
2024-01-28,D1,16:30,Dortmund,Bochum,H,2023/2024,80.0,80.0,64.71,70.59,7.64,1.4,5.9,4.0,4.0,1
2024-02-10,D1,14:30,Ein Frankfurt,Bochum,D,2023/2024,60.0,60.0,52.94,70.59,5.4,1.82,4.05,3.0,3.0,0
2024-02-24,D1,14:30,M'gladbach,Bochum,H,2023/2024,80.0,80.0,76.47,70.59,3.56,2.2,4.04,4.0,4.0,1
2024-03-16,D1,14:30,Mainz,Bochum,H,2023/2024,60.0,0.0,35.29,70.59,4.42,1.85,4.09,3.0,0.0,0
2024-04-06,D1,14:30,FC Koln,Bochum,H,2023/2024,60.0,40.0,41.18,70.59,3.27,2.35,3.7,3.0,2.0,1
2024-04-20,D1,14:30,Wolfsburg,Bochum,H,2023/2024,40.0,60.0,64.71,70.59,4.05,2.04,4.2,2.0,3.0,0
2024-05-05,D1,14:30,Union Berlin,Bochum,A,2023/2024,60.0,60.0,58.82,70.59,4.1,2.05,3.58,3.0,3.0,1
2024-05-18,D1,14:30,Werder Bremen,Bochum,H,2023/2024,60.0,80.0,70.59,70.59,3.34,2.2,3.99,3.0,4.0,1
2024-08-24,D1,14:30,RB Leipzig,Bochum,H,2024/2025,0.0,0.0,64.71,47.06,13.0,1.25,7.01,0.0,0.0,0
2024-09-14,D1,14:30,Freiburg,Bochum,H,2024/2025,50.0,100.0,82.35,47.06,5.9,1.61,4.26,1.0,2.0,1
2024-09-27,D1,19:30,Dortmund,Bochum,H,2024/2025,66.67,66.67,76.47,47.06,14.0,1.25,7.32,2.0,2.0,1
2024-10-19,D1,14:30,Hoffenheim,Bochum,H,2024/2025,75.0,100.0,58.82,47.06,6.0,1.6,4.6,3.0,4.0,1
2024-11-02,D1,14:30,Ein Frankfurt,Bochum,H,2024/2025,80.0,75.0,70.59,47.06,7.7,1.51,6.2,4.0,3.0,1
2024-11-23,D1,14:30,Stuttgart,Bochum,H,2024/2025,80.0,60.0,76.47,47.06,10.0,1.35,6.51,4.0,3.0,0
2024-11-30,D1,14:30,Augsburg,Bochum,H,2024/2025,60.0,60.0,52.94,47.06,4.97,1.85,4.22,3.0,3.0,0
2024-12-14,D1,14:30,Union Berlin,Bochum,A,2024/2025,40.0,40.0,47.06,47.06,6.25,1.69,4.17,2.0,2.0,0
2025-01-11,D1,14:30,Mainz,Bochum,H,2024/2025,20.0,40.0,35.29,47.06,5.5,1.7,4.46,1.0,2.0,0
2025-01-25,D1,17:30,M'gladbach,Bochum,H,2024/2025,20.0,40.0,58.82,47.06,4.78,1.8,4.27,1.0,2.0,1
2025-02-09,D1,14:30,Holstein Kiel,Bochum,D,2024/2025,40.0,80.0,70.59,47.06,3.31,2.42,3.81,2.0,4.0,1
2025-02-22,D1,14:30,Wolfsburg,Bochum,D,2024/2025,40.0,60.0,58.82,47.06,5.6,1.66,4.64,2.0,3.0,0
2025-03-08,D1,14:30,Bayern Munich,Bochum,A,2024/2025,60.0,100.0,82.35,47.06,17.0,1.2,14.0,3.0,5.0,1
2025-03-28,D1,19:30,Leverkusen,Bochum,H,2024/2025,80.0,60.0,64.71,47.06,13.0,1.25,7.0,4.0,3.0,1
2025-04-19,D1,14:30,Werder Bremen,Bochum,H,2024/2025,60.0,60.0,52.94,47.06,5.5,1.64,4.27,3.0,3.0,0
2025-05-02,D1,19:30,Heidenheim,Bochum,D,2024/2025,40.0,60.0,58.82,47.06,3.15,2.44,3.63,2.0,3.0,0
2025-05-17,D1,14:30,St Pauli,Bochum,A,2024/2025,40.0,0.0,17.65,47.06,4.6,1.78,4.37,2.0,0.0,0
2023-08-20,D1,16:30,Ein Frankfurt,Darmstadt,H,2023/2024,0.0,0.0,52.94,58.82,7.5,1.52,5.6,0.0,0.0,0
2023-09-02,D1,14:30,Leverkusen,Darmstadt,H,2023/2024,50.0,100.0,82.35,58.82,15.0,1.26,8.3,1.0,2.0,1
2023-09-22,D1,19:30,Stuttgart,Darmstadt,H,2023/2024,66.67,100.0,76.47,58.82,9.01,1.41,5.5,2.0,3.0,1
2023-10-07,D1,14:30,Augsburg,Darmstadt,A,2023/2024,75.0,100.0,58.82,58.82,4.85,1.88,4.0,3.0,4.0,1
2023-10-28,D1,14:30,Bayern Munich,Darmstadt,H,2023/2024,80.0,100.0,70.59,58.82,36.0,1.1,19.0,4.0,5.0,1
2023-11-25,D1,14:30,Freiburg,Darmstadt,D,2023/2024,80.0,60.0,58.82,58.82,6.3,1.6,4.6,4.0,3.0,0
2023-12-09,D1,14:30,Heidenheim,Darmstadt,H,2023/2024,80.0,40.0,58.82,58.82,4.41,2.09,3.8,4.0,2.0,1
2023-12-19,D1,19:30,Hoffenheim,Darmstadt,D,2023/2024,80.0,80.0,70.59,58.82,7.0,1.56,5.3,4.0,4.0,1
2024-01-28,D1,14:30,Union Berlin,Darmstadt,H,2023/2024,60.0,40.0,58.82,58.82,5.5,1.76,4.2,3.0,2.0,0
2024-02-10,D1,14:30,M'gladbach,Darmstadt,D,2023/2024,40.0,80.0,76.47,58.82,5.48,1.73,4.5,2.0,4.0,0
2024-02-24,D1,14:30,Werder Bremen,Darmstadt,D,2023/2024,40.0,40.0,70.59,58.82,5.0,1.78,4.2,2.0,2.0,0
2024-03-09,D1,14:30,RB Leipzig,Darmstadt,H,2023/2024,20.0,20.0,58.82,58.82,23.31,1.15,9.55,1.0,1.0,0
2024-03-31,D1,18:30,Bochum,Darmstadt,D,2023/2024,20.0,80.0,58.82,58.82,6.8,1.51,4.4,1.0,4.0,1
2024-04-06,D1,14:30,Mainz,Darmstadt,H,2023/2024,40.0,20.0,35.29,58.82,7.7,1.46,5.1,2.0,1.0,1
2024-04-20,D1,14:30,FC Koln,Darmstadt,A,2023/2024,40.0,40.0,41.18,58.82,7.57,1.48,4.75,2.0,2.0,0
2024-05-04,D1,14:30,Wolfsburg,Darmstadt,H,2023/2024,60.0,80.0,64.71,58.82,10.0,1.34,5.5,3.0,4.0,1
2024-05-18,D1,14:30,Dortmund,Darmstadt,H,2023/2024,80.0,60.0,64.71,58.82,21.0,1.15,10.0,4.0,3.0,1
2023-08-26,D1,14:30,Bochum,Dortmund,D,2023/2024,0.0,0.0,58.82,58.82,1.58,6.5,5.75,0.0,0.0,0
2023-09-16,D1,14:30,Freiburg,Dortmund,A,2023/2024,50.0,50.0,58.82,58.82,2.4,3.14,4.08,1.0,1.0,1
2023-09-29,D1,19:30,Hoffenheim,Dortmund,A,2023/2024,66.67,100.0,70.59,58.82,2.2,3.31,4.3,2.0,3.0,1
2023-10-29,D1,14:30,Ein Frankfurt,Dortmund,D,2023/2024,75.0,20.0,52.94,58.82,2.32,3.55,3.89,3.0,1.0,1
2023-11-11,D1,14:30,Stuttgart,Dortmund,H,2023/2024,80.0,100.0,76.47,58.82,2.85,2.6,3.91,4.0,5.0,1
2023-12-03,D1,16:30,Leverkusen,Dortmund,D,2023/2024,80.0,80.0,82.35,58.82,5.3,1.7,4.75,4.0,4.0,0
2023-12-16,D1,14:30,Augsburg,Dortmund,D,2023/2024,60.0,60.0,58.82,58.82,2.21,4.5,4.33,3.0,3.0,0
2024-01-13,D1,17:30,Darmstadt,Dortmund,A,2023/2024,60.0,40.0,64.71,58.82,1.7,5.39,5.0,3.0,2.0,1
2024-01-20,D1,14:30,FC Koln,Dortmund,A,2023/2024,60.0,20.0,41.18,58.82,1.91,4.27,4.4,3.0,1.0,1
2024-02-02,D1,19:30,Heidenheim,Dortmund,D,2023/2024,40.0,40.0,58.82,58.82,2.09,3.95,4.5,2.0,2.0,0
2024-02-17,D1,14:30,Wolfsburg,Dortmund,D,2023/2024,40.0,40.0,64.71,58.82,2.16,3.53,4.0,2.0,2.0,0
2024-03-02,D1,14:30,Union Berlin,Dortmund,A,2023/2024,40.0,20.0,58.82,58.82,2.17,3.58,3.75,2.0,1.0,0
2024-03-09,D1,17:30,Werder Bremen,Dortmund,A,2023/2024,40.0,60.0,70.59,58.82,1.88,4.04,4.33,2.0,3.0,1
2024-03-30,D1,17:30,Bayern Munich,Dortmund,A,2023/2024,20.0,60.0,70.59,58.82,7.6,1.38,6.02,1.0,3.0,0
2024-04-13,D1,14:30,M'gladbach,Dortmund,A,2023/2024,40.0,80.0,76.47,58.82,2.26,3.54,4.3,2.0,4.0,1
2024-04-27,D1,14:30,RB Leipzig,Dortmund,H,2023/2024,60.0,40.0,58.82,58.82,5.5,1.68,4.6,3.0,2.0,1
2024-05-11,D1,17:30,Mainz,Dortmund,H,2023/2024,80.0,60.0,35.29,58.82,3.9,2.25,4.07,4.0,3.0,1
2024-08-31,D1,14:30,Werder Bremen,Dortmund,D,2024/2025,0.0,0.0,52.94,64.71,1.95,4.15,4.37,0.0,0.0,0
2024-09-22,D1,16:30,Stuttgart,Dortmund,H,2024/2025,50.0,100.0,76.47,64.71,3.02,2.37,4.16,1.0,2.0,1
2024-10-05,D1,14:30,Union Berlin,Dortmund,H,2024/2025,66.67,66.67,47.06,64.71,2.07,3.87,3.79,2.0,2.0,1
2024-10-26,D1,14:30,Augsburg,Dortmund,H,2024/2025,75.0,100.0,52.94,64.71,1.88,4.3,4.17,3.0,5.0,1
2024-11-09,D1,14:30,Mainz,Dortmund,H,2024/2025,80.0,40.0,35.29,64.71,2.05,4.26,4.02,4.0,2.0,1
2024-12-07,D1,17:30,M'gladbach,Dortmund,D,2024/2025,80.0,40.0,58.82,64.71,2.1,3.65,4.0,4.0,2.0,0
2024-12-22,D1,16:30,Wolfsburg,Dortmund,A,2024/2025,80.0,60.0,58.82,64.71,2.2,3.37,3.9,4.0,3.0,1
2025-01-14,D1,17:30,Holstein Kiel,Dortmund,H,2024/2025,80.0,60.0,70.59,64.71,1.57,7.0,4.79,4.0,3.0,1
2025-01-17,D1,19:30,Ein Frankfurt,Dortmund,H,2024/2025,60.0,60.0,70.59,64.71,2.61,2.99,3.75,3.0,3.0,0
2025-02-01,D1,14:30,Heidenheim,Dortmund,A,2024/2025,60.0,60.0,58.82,64.71,1.75,4.98,4.32,3.0,3.0,1
2025-02-15,D1,14:30,Bochum,Dortmund,H,2024/2025,60.0,20.0,47.06,64.71,1.62,5.84,4.43,3.0,1.0,0
2025-03-01,D1,14:30,St Pauli,Dortmund,A,2024/2025,40.0,20.0,17.65,64.71,1.95,4.67,3.99,2.0,1.0,0
2025-03-15,D1,17:30,RB Leipzig,Dortmund,H,2024/2025,20.0,60.0,64.71,64.71,2.61,2.83,3.79,1.0,3.0,0
2025-04-05,D1,14:30,Freiburg,Dortmund,A,2024/2025,40.0,60.0,82.35,64.71,2.2,3.55,3.61,2.0,3.0,1
2025-04-12,D1,17:30,Bayern Munich,Dortmund,D,2024/2025,40.0,100.0,82.35,64.71,6.6,1.47,5.5,2.0,5.0,1
2025-04-26,D1,14:30,Hoffenheim,Dortmund,A,2024/2025,60.0,20.0,58.82,64.71,1.91,4.25,4.46,3.0,1.0,1
2025-05-11,D1,14:30,Leverkusen,Dortmund,A,2024/2025,80.0,40.0,64.71,64.71,2.66,2.72,4.08,4.0,2.0,1
2025-08-23,D1,17:30,St Pauli,Dortmund,D,2025/2026,100.0,100.0,100.0,50.0,1.95,4.2,4.1,1.0,1.0,1
2025-09-13,D1,14:30,Heidenheim,Dortmund,A,2025/2026,50.0,50.0,50.0,50.0,1.62,5.33,4.6,1.0,1.0,0
2023-08-27,D1,14:30,Mainz,Ein Frankfurt,D,2023/2024,0.0,0.0,35.29,64.71,2.9,2.83,3.78,0.0,0.0,0
2023-09-16,D1,17:30,Bochum,Ein Frankfurt,D,2023/2024,0.0,0.0,58.82,64.71,2.61,3.07,3.78,0.0,0.0,0
2023-09-30,D1,14:30,Wolfsburg,Ein Frankfurt,H,2023/2024,0.0,33.33,64.71,64.71,3.75,2.21,3.71,0.0,1.0,0
2023-10-21,D1,14:30,Hoffenheim,Ein Frankfurt,A,2023/2024,25.0,100.0,70.59,64.71,3.85,2.19,3.89,1.0,4.0,1
2023-11-04,D1,14:30,Union Berlin,Ein Frankfurt,A,2023/2024,40.0,80.0,58.82,64.71,3.13,2.65,3.3,2.0,4.0,1
2023-11-12,D1,16:30,Werder Bremen,Ein Frankfurt,D,2023/2024,60.0,80.0,70.59,64.71,2.61,3.04,3.69,3.0,4.0,1
2023-12-03,D1,18:30,Augsburg,Ein Frankfurt,H,2023/2024,80.0,80.0,58.82,64.71,2.88,2.82,3.68,4.0,4.0,1
2023-12-17,D1,16:30,Leverkusen,Ein Frankfurt,H,2023/2024,100.0,80.0,82.35,64.71,12.0,1.53,6.0,5.0,4.0,1
2024-01-13,D1,14:30,RB Leipzig,Ein Frankfurt,A,2023/2024,80.0,80.0,58.82,64.71,8.19,1.44,5.25,4.0,4.0,0
2024-01-20,D1,14:30,Darmstadt,Ein Frankfurt,D,2023/2024,80.0,40.0,64.71,64.71,2.1,3.92,3.84,4.0,2.0,1
2024-02-03,D1,17:30,FC Koln,Ein Frankfurt,H,2023/2024,60.0,20.0,41.18,64.71,2.6,3.06,3.6,3.0,1.0,0
2024-02-18,D1,14:30,Freiburg,Ein Frankfurt,D,2023/2024,60.0,60.0,58.82,64.71,3.03,2.56,3.56,3.0,3.0,1
2024-03-02,D1,14:30,Heidenheim,Ein Frankfurt,A,2023/2024,60.0,60.0,58.82,64.71,2.49,3.09,3.5,3.0,3.0,1
2024-03-17,D1,16:30,Dortmund,Ein Frankfurt,H,2023/2024,80.0,80.0,64.71,64.71,5.01,1.72,4.7,4.0,4.0,1
2024-04-13,D1,17:30,Stuttgart,Ein Frankfurt,H,2023/2024,80.0,60.0,76.47,64.71,6.5,1.5,4.9,4.0,3.0,1
2024-04-27,D1,14:30,Bayern Munich,Ein Frankfurt,H,2023/2024,100.0,60.0,70.59,64.71,7.0,1.48,5.7,5.0,3.0,1
