Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,HS,Last5HomeOver2.5Perc,AST,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsScored,HST,AvgLast5HomeGoalsConceded,BFEC>2.5,BFEC<2.5,AvgHomeGoalsScored,AvgAwayGoalsConceded,AvgHomeGoalsConceded,Over2.5
2025-01-19,SP1,17:30,Osasuna,Vallecano,D,A,2024/2025,0.0,12,60.0,3,0.8,1.4,36.84,57.89,0.8,3,1.4,2.5,1.65,1.74,1.0,1.21,0
2025-01-31,SP1,20:00,Leganes,Vallecano,A,D,2024/2025,0.0,5,60.0,3,0.6,0.6,36.84,47.37,1.0,1,2.4,2.68,1.59,1.21,1.0,1.42,0
2025-02-17,SP1,20:00,Barcelona,Vallecano,H,H,2024/2025,0.0,14,40.0,4,0.8,2.0,36.84,68.42,0.8,5,0.8,1.37,3.65,2.74,1.0,1.05,0
2025-03-09,SP1,15:15,Real Madrid,Vallecano,H,H,2024/2025,20.0,10,60.0,6,1.0,2.6,36.84,63.16,0.8,5,1.0,1.57,2.7,2.37,1.0,1.0,1
2025-03-29,SP1,17:30,Alaves,Vallecano,A,A,2024/2025,20.0,12,0.0,5,0.8,0.4,36.84,15.79,1.0,4,1.0,2.86,1.53,0.74,1.0,0.89,0
2025-04-13,SP1,20:00,Ath Bilbao,Vallecano,H,A,2024/2025,40.0,13,60.0,3,1.2,2.8,36.84,36.84,1.0,4,0.6,2.64,1.6,1.68,1.0,0.68,1
2025-04-24,SP1,20:30,Ath Madrid,Vallecano,H,H,2024/2025,60.0,10,60.0,5,1.8,2.2,36.84,52.63,0.8,5,1.4,1.95,2.04,2.21,1.0,0.79,1
2025-05-09,SP1,20:00,Las Palmas,Vallecano,A,D,2024/2025,60.0,11,60.0,5,1.6,1.2,36.84,47.37,1.0,2,1.8,2.3,1.76,1.11,1.0,1.53,0
2025-05-18,SP1,18:00,Celta,Vallecano,A,A,2024/2025,60.0,24,60.0,2,1.4,1.6,36.84,57.89,1.2,7,1.4,2.02,1.94,1.68,1.0,1.11,1
2024-08-23,SP1,20:30,Sevilla,Villarreal,A,D,2024/2025,100.0,15,100.0,5,1.0,1.0,57.89,26.32,2.0,9,2.0,1.78,2.26,0.89,1.26,1.21,1
2024-08-31,SP1,20:30,Valencia,Villarreal,D,D,2024/2025,50.0,22,50.0,3,1.0,1.0,57.89,47.37,1.5,6,1.5,2.24,1.8,1.37,1.26,1.05,0
2024-09-14,SP1,13:00,Mallorca,Villarreal,A,A,2024/2025,66.67,10,33.33,4,1.0,0.67,57.89,47.37,1.67,5,1.0,2.24,1.79,1.05,1.26,1.11,1
2024-09-26,SP1,18:00,Espanol,Villarreal,A,D,2024/2025,75.0,11,75.0,4,1.0,1.5,57.89,36.84,1.75,2,1.5,1.87,2.12,1.21,1.26,1.05,1
2024-10-05,SP1,20:00,Real Madrid,Villarreal,H,H,2024/2025,60.0,11,60.0,1,1.2,2.8,57.89,63.16,1.4,2,0.6,1.35,3.75,2.37,1.26,1.0,0
2024-10-26,SP1,13:00,Valladolid,Villarreal,A,A,2024/2025,60.0,7,60.0,9,1.2,0.6,57.89,47.37,1.4,3,1.2,1.95,2.02,0.58,1.26,1.68,1
2024-11-24,SP1,13:00,Osasuna,Villarreal,D,H,2024/2025,80.0,4,80.0,7,1.4,2.0,57.89,57.89,1.6,3,1.4,1.94,2.04,1.74,1.26,1.21,1
2024-12-08,SP1,15:15,Ath Bilbao,Villarreal,H,H,2024/2025,60.0,12,40.0,1,1.6,2.0,57.89,36.84,1.2,4,0.6,2.04,1.94,1.68,1.26,0.68,0
2024-12-22,SP1,17:30,Leganes,Villarreal,A,D,2024/2025,60.0,5,80.0,9,1.8,1.2,57.89,47.37,1.8,3,2.2,2.1,1.9,1.21,1.26,1.42,1
2025-01-13,SP1,20:00,Sociedad,Villarreal,H,D,2024/2025,60.0,6,0.0,5,1.6,0.8,57.89,42.11,1.8,3,0.4,2.04,1.95,1.05,1.26,1.05,0
2025-01-25,SP1,15:15,Ath Madrid,Villarreal,D,A,2024/2025,40.0,20,40.0,1,1.6,1.8,57.89,52.63,1.6,8,1.0,1.85,2.14,2.21,1.26,0.79,0
2025-02-08,SP1,17:30,Las Palmas,Villarreal,A,D,2024/2025,40.0,20,60.0,4,1.4,1.2,57.89,47.37,1.6,4,1.2,1.77,2.26,1.11,1.26,1.53,1
2025-02-22,SP1,15:15,Vallecano,Villarreal,A,D,2024/2025,40.0,10,60.0,5,1.0,1.6,57.89,52.63,1.8,5,1.2,2.0,1.97,1.26,1.26,1.37,0
2025-03-08,SP1,15:15,Alaves,Villarreal,H,H,2024/2025,20.0,5,0.0,2,0.8,0.4,57.89,15.79,0.8,3,0.8,2.3,1.74,0.74,1.26,0.89,0
2025-03-30,SP1,13:00,Getafe,Villarreal,A,A,2024/2025,40.0,11,60.0,3,0.8,1.0,57.89,26.32,1.2,4,1.2,2.5,1.65,0.79,1.26,1.0,1
2025-04-13,SP1,17:30,Betis,Villarreal,A,D,2024/2025,60.0,24,80.0,2,0.8,1.8,57.89,57.89,1.4,5,0.8,1.84,2.16,1.68,1.26,1.11,1
2025-04-23,SP1,18:00,Celta,Villarreal,H,H,2024/2025,60.0,21,40.0,1,1.2,1.4,57.89,57.89,1.0,9,0.8,1.72,2.38,1.68,1.26,1.11,1
2025-05-10,SP1,17:30,Girona,Villarreal,A,D,2024/2025,60.0,7,20.0,5,1.2,0.6,57.89,68.42,1.0,0,1.2,1.68,2.44,1.42,1.26,1.58,0
2025-05-18,SP1,18:00,Barcelona,Villarreal,A,H,2024/2025,80.0,24,60.0,3,1.4,2.4,57.89,68.42,1.6,9,2.0,1.28,4.3,2.74,1.26,1.05,1
