country,league,alert,verif,datameci,orameci,etapa,txtechipa1,place1,txtechipa2,place2,underprob,underoddsc,cotau,overprob,overoddsc,cotao,homeprob,homeoddsc,cotaa,drawprob,drawoddsc,cotae,awayprob,awayoddsc,cotad,score,validated,result,scor1,scor2,scorp1,scorp2,elohomeo,eloawayo,elodiff,totalgh,totalga,totaldiff,scoredh,scoreda,scodiff,receivedh,receiveda,recdiff,ggh,gga,ngh,nga,gh0,gh1,gh2,gh3,gh4,ga0,ga1,ga2,ga3,ga4,goalminh,goalmina,formah,formaa,codechipa1,codechipa2
England,Premier L,,,1/1/2021,2030,17,Everton,4 (4),West Ham,10 (10),52.341,1.911,1.9,47.659,2.098,2,44.406,2.252,2.08,26.182,3.819,3.54,29.411,3.4,3.84,1-1 (11.83); 1-0 (11.25); 2-1 ( 8.28); 1-2 ( 8.13); 0-1 ( 8.11);,370,0-1 (0-0),0,1,0,0,1814,1769,45,2.722,2.791,-0.068,1.416,1.305,0.111,1.306,1.486,-0.18,51.601,53.546,48.399,46.454,23.5,34.3,24,12.4,4,32.8,34.5,23.7,7.2,1.3,,,23,-7,01017,01022
England,Premier L,,,1/1/2021,2300,17,Man Utd,2 (10),Aston Villa,5 (3),47.348,2.112,2.55,52.652,1.899,1.57,67.129,1.49,1.8,19.386,5.158,4.22,13.484,7.416,4.31,2-0 (14.41); 2-1 (11.17); 1-0 (10.60); 1-1 ( 8.21); 3-0 ( 7.82);,186,2-1 (1-0),2,1,1,0,1951,1804,147,2.648,2.657,-0.009,1.633,1,0.633,1.014,1.657,-0.642,50.534,45.783,49.466,54.217,14.9,22.5,30.6,16.6,11.2,47.1,36.5,11.2,3.7,1,,,9,7,01020,01003
England,Premier L,,,1/2/2021,1530,17,Tottenham,7 (8),Leeds,11 (8),46.649,2.144,2.82,53.351,1.874,1.47,61.012,1.639,1.78,22.359,4.472,4.11,16.629,6.014,4.54,2-1 (12.49); 2-0 (12.11); 1-1 (11.03); 1-0 (10.70); 3-1 ( 6.38);,271,3-0 (2-0),3,0,2,0,1890,1746,144,2.84,3.75,-0.91,1.765,1.875,-0.11,1.075,1.875,-0.8,52.313,56.25,47.687,43.75,13.6,28,31.7,16.2,6.2,38.2,39.4,16.6,5.1,0.7,,,-14,-2,01001,01035
England,Premier L,,,1/2/2021,1800,17,C Palace,15 (16),Sheff Utd,20 (20),57.606,1.736,1.64,42.395,2.359,2.29,53.032,1.886,2.06,24.765,4.038,3.37,22.203,4.504,3.78,1-0 (17.33); 2-0 (11.89); 1-1 (11.05); 0-0 ( 8.81); 2-1 ( 7.59);,85,2-0 (2-0),2,0,2,0,1678,1554,124,2.539,2.093,0.446,1.121,0.87,0.25,1.418,1.222,0.196,46.809,40.741,53.191,59.259,19.1,37.6,25.8,12.9,3.5,46.1,29.4,15.2,7,2.3,,,10,-5,01012,01024
England,Premier L,,,1/2/2021,2030,17,Brighton,17 (19),Wolves,12 (15),56.173,1.78,1.58,43.827,2.282,2.53,39.831,2.511,2.61,26.925,3.714,3.26,33.244,3.008,3.01,1-0 (13.06); 1-1 (12.64); 0-0 ( 8.76); 0-1 ( 8.48); 2-0 ( 8.32);,381,3-3 (1-3),3,3,1,3,1649,1775,-126,2.454,2.391,0.063,0.969,1.228,-0.259,1.485,1.163,0.322,51.538,51.087,48.462,48.913,25.7,38.3,24.4,7.8,3.1,34.1,33,19.1,9.9,2.8,,,-10,-9,01036,01031
England,Premier L,,,1/2/2021,2300,17,West Bromwich,19 (18),Arsenal,13 (12),52.16,1.917,1.97,47.84,2.09,1.93,33.12,3.019,6.07,24.96,4.006,4.16,41.92,2.385,1.61,1-0 (12.80); 1-1 (11.20); 0-0 (10.24); 0-1 ( 8.96); 1-2 ( 6.40);,25,0-4 (0-2),0,4,0,2,1486,1781,-295,2.427,2.929,-0.502,0.971,1.773,-0.802,1.456,1.156,0.3,47.573,54.965,52.427,45.035,32,40,12,8,8,32,28,16,12,8,,,-8,-13,01006,01018
England,Premier L,,,1/3/2021,1715,17,Newcastle,14 (11),Leicester,3 (2),54.59,1.832,1.94,45.41,2.202,1.96,33.898,2.95,5.74,26.689,3.747,4.08,39.413,2.537,1.65,1-1 (12.56); 1-0 (12.43); 0-1 ( 8.77); 0-0 ( 8.69); 1-2 ( 8.06);,306,1-2 (0-0),1,2,0,0,1684,1839,-155,2.58,2.82,-0.239,1.082,1.496,-0.414,1.498,1.324,0.174,45.679,53.689,54.321,46.311,28.3,40.5,21.2,8.4,1.6,30.7,31,19.9,14,3.2,,,-12,3,01016,01042
England,Premier L,,,1/3/2021,1930,17,Chelsea,6 (2),Man City,8 (7),42.699,2.342,2.12,57.302,1.745,1.74,28.527,3.506,3.22,23.294,4.293,3.66,48.18,2.076,2.17,0-2 ( 9.44); 0-1 ( 8.78); 2-2 ( 8.44); 2-1 ( 7.85); 1-2 ( 7.49);,153,1-3 (0-3),1,3,0,3,1843,1987,-144,2.862,3.257,-0.395,1.819,2.357,-0.538,1.043,0.9,0.143,50.355,51.071,49.645,48.929,32.9,26.1,29.4,6.5,4.5,19.8,26.7,28.7,18.3,3.9,90,,-13,1,01019,01009
England,Premier L,,,1/4/2021,2300,17,Southampton,9 (5),Liverpool,1 (10),41.89,2.387,2.42,58.11,1.721,1.62,20.966,4.77,5.22,21.98,4.55,4.45,57.055,1.753,1.64,1-1 ( 9.81); 1-2 ( 9.56); 0-1 ( 9.56); 0-2 ( 9.32); 1-3 ( 7.08);,155,1-0 (1-0),1,0,1,0,1812,2033,-221,2.603,3.163,-0.56,1.298,2.089,-0.791,1.305,1.074,0.23,50.355,55.674,49.645,44.326,34.5,35.4,20.6,7,2.5,14.6,27.7,27,20,7,,,-10,-2,01004,01002
England,Premier L,,,1/12/2021,2100,18,Sheff Utd,20 (20),Newcastle,15 (16),56.371,1.774,1.53,43.629,2.292,2.5,31.576,3.167,2.45,26.117,3.829,3.1,42.307,2.364,3.1,1-0 (12.26); 0-0 (11.79); 1-1 ( 9.82); 0-1 ( 9.44); 1-2 ( 6.94);,63,1-0 (0-0),1,0,0,0,1541,1667,-126,2.091,2.582,-0.491,0.855,1.082,-0.227,1.236,1.5,-0.264,40,45.902,60,54.098,35.1,36.5,19,6.3,3.1,33.6,26.9,19,11.1,6.3,,,-7,-3,01024,01016
England,Premier L,,,1/12/2021,2315,01,Burnley,16 (16),Man Utd,2 (2),48.427,2.065,2.33,51.573,1.939,1.67,20.068,4.983,7.92,22.78,4.39,5.05,57.153,1.75,1.43,0-1 (12.39); 1-1 (11.17); 0-2 (10.77); 1-2 ( 9.71); 0-0 ( 6.18);,246,0-1 (0-0),0,1,0,0,1723,1958,-235,2.366,2.649,-0.283,0.976,1.635,-0.659,1.39,1.014,0.376,44.39,50.709,55.61,49.291,39.6,35.7,15,8.1,1.2,15.6,31.3,27.2,15.4,7.3,,,3,5,01030,01020
England,Premier L,,,1/12/2021,2315,18,Wolves,13 (9),Everton,7 (4),54.045,1.85,1.57,45.955,2.176,2.37,40.786,2.452,2.5,26.988,3.705,3.2,32.226,3.103,3,1-1 (14.17); 1-0 (13.18); 1-2 ( 8.90); 0-1 ( 7.84); 0-0 ( 7.30);,453,1-2 (1-1),1,2,1,1,1773,1786,-13,2.43,2.716,-0.286,1.247,1.411,-0.164,1.183,1.305,-0.122,51.613,51.418,48.387,48.582,22.8,41.2,20.7,11,3.5,32,34.4,21.6,8.6,2.8,,,-6,10,01031,01017
England,Premier L,,,1/13/2021,2100,18,Man City,5 (4),Brighton,17 (15),46.118,2.168,2.76,53.882,1.856,1.48,74.525,1.342,1.18,17.097,5.849,8.04,8.377,11.937,17.79,2-0 (16.72); 1-0 (12.55); 2-1 (12.09); 1-1 ( 9.08); 3-0 ( 8.63);,168,1-0 (1-0),1,0,1,0,2013,1650,363,3.26,2.481,0.779,2.359,0.985,1.375,0.9,1.496,-0.596,51.246,51.908,48.754,48.092,8,25,33.3,17.2,9.5,50.2,36.3,10.7,2.3,0.5,,,8,-5,01009,01036
England,Premier L,,,1/13/2021,2315,16,Tottenham,4 (5),Fulham,18 (18),42.848,2.334,2.16,57.152,1.75,1.71,72.18,1.385,1.41,17.418,5.741,4.62,10.402,9.613,7.78,3-0 (12.52); 2-0 (11.89); 1-0 (11.26); 4-0 ( 8.10); 3-1 ( 7.35);,84,1-1 (1-0),1,1,1,0,1903,1589,314,2.84,3.033,-0.193,1.77,0.956,0.813,1.071,2.077,-1.006,52.128,53.846,47.872,46.154,13.4,21.4,22.6,23.8,15.4,52.6,30.9,14.2,2.3,0,,,-14,6,01001,01010
England,Premier L,,,1/14/2021,2300,18,Arsenal,11 (15),C Palace,14 (13),53.524,1.868,2.05,46.476,2.152,1.86,49.423,2.023,1.59,25.713,3.889,4.18,24.864,4.022,6.39,1-0 (12.37); 1-1 (11.15); 2-0 ( 8.97); 0-0 ( 8.44); 2-1 ( 8.09);,432,0-0 (0-0),0,0,0,0,1800,1690,110,2.933,2.537,0.396,1.781,1.124,0.657,1.152,1.413,-0.261,54.77,46.643,45.23,53.357,22.4,32.8,23.8,15.9,3.4,37.7,34,22.2,5,1.1,,,17,-5,01018,01012
England,Premier L,,,1/16/2021,1530,19,Wolves,14 (9),West Bromwich,19 (19),40.481,2.47,1.63,59.519,1.68,2.39,62.392,1.603,1.67,18.112,5.521,3.61,19.497,5.129,6.68,2-0 (13.92); 2-1 (11.09); 0-0 ( 7.06); 1-0 ( 6.94); 3-0 ( 6.94);,12,2-3 (2-1),2,3,2,1,1748,1466,282,2.436,2.435,0.001,1.245,0.966,0.278,1.191,1.469,-0.277,52.128,47.343,47.872,52.657,16.9,16.6,33.3,16.6,16.6,41.8,33.3,8.3,16.6,0,,,-6,-11,01031,01006
England,Premier L,,,1/16/2021,1800,19,Leeds,12 (11),Brighton,17 (15),55.095,1.815,2.41,44.905,2.227,1.63,48.112,2.078,2.18,25.679,3.894,3.68,26.209,3.815,3.43,1-0 (13.65); 1-1 (10.98); 2-0 ( 9.63); 0-0 ( 9.19); 2-1 ( 7.74);,384,0-1 (0-1),0,1,0,1,1732,1647,85,3.706,2.47,1.236,1.765,0.977,0.787,1.941,1.492,0.449,52.941,51.515,47.059,48.485,23.1,34.3,24.2,12.5,4.4,39.8,32,18.4,7.8,1.8,,,7,-5,01035,01036
England,Premier L,,,1/16/2021,1800,19,West Ham,10 (8),Burnley,16 (18),53.729,1.861,1.77,46.271,2.161,2.16,46.765,2.138,1.88,26.056,3.838,3.55,27.179,3.679,4.77,1-0 (11.64); 1-1 (11.28); 0-0 ( 8.64); 0-1 ( 8.37); 2-0 ( 8.35);,465,1-0 (1-0),1,0,1,0,1796,1710,86,2.784,2.359,0.425,1.304,0.971,0.333,1.481,1.388,0.092,53.357,44.175,46.643,55.825,24.2,32.6,23.4,14.8,3.4,35.7,34.6,22.5,5.5,1.7,,,0,-1,01022,01030
England,Premier L,,,1/16/2021,2030,19,Fulham,18 (17),Chelsea,9 (12),52.269,1.913,2.06,47.731,2.095,1.84,34.107,2.932,6.55,26.627,3.756,4.14,39.267,2.547,1.58,1-1 (12.60); 1-0 (10.15); 0-1 ( 9.18); 1-2 ( 8.65); 2-1 ( 8.24);,191,0-1 (0-0),0,1,0,0,1605,1816,-211,3.022,2.866,0.156,0.957,1.816,-0.86,2.065,1.049,1.016,54.348,50.53,45.652,49.47,27.4,37.6,24.6,7.3,3.1,27,33.5,23,12.5,2,,,7,-15,01010,01019
England,Premier L,,,1/16/2021,2300,19,Leicester,4 (14),Southampton,7 (9),51.767,1.932,1.92,48.233,2.073,1.92,47.836,2.09,1.81,26.033,3.841,3.64,26.131,3.827,4.53,1-1 (13.12); 1-0 (11.66); 2-1 ( 9.81); 2-0 ( 8.72); 0-1 ( 7.56);,226,2-0 (1-0),2,0,1,0,1855,1838,17,2.82,2.597,0.223,1.498,1.297,0.201,1.322,1.3,0.022,53.878,50.177,46.122,49.823,20.1,34.9,26.1,12.8,4.8,33.4,37.6,19.9,7.5,0.8,90,,11,-3,01042,01004
England,Premier L,,,1/17/2021,1700,19,Sheff Utd,20 (20),Tottenham,6 (5),45.88,2.18,1.81,54.12,1.848,2.09,29.124,3.434,6.03,23.669,4.225,3.79,47.207,2.118,1.68,0-0 ( 8.27); 1-0 ( 8.20); 0-1 ( 7.61); 1-1 ( 7.54); 2-0 ( 7.23);,54,1-3 (0-2),1,3,0,2,1562,1886,-324,2.071,2.837,-0.766,0.857,1.767,-0.91,1.214,1.071,0.144,39.286,52.297,60.714,47.703,31.7,31.4,27.7,7.4,1.8,26.1,24,22.2,22.2,3.7,,,-7,-14,01024,01001
England,Premier L,,,1/17/2021,1930,19,Liverpool,2 (1),Man Utd,1 (1),49.971,2.001,2.28,50.029,1.999,1.69,51.089,1.957,1.99,24.317,4.112,3.79,24.594,4.066,3.87,1-1 (10.66); 1-0 ( 9.72); 2-1 ( 9.24); 0-1 ( 8.89); 2-0 ( 8.42);,83,0-0 (0-0),0,0,0,0,2006,1970,36,3.155,2.643,0.512,2.081,1.633,0.449,1.074,1.011,0.064,55.477,50.53,44.523,49.47,23.1,27.7,24,16.8,6,35.1,38.5,18,7.2,0,,,-12,5,01002,01020
England,Premier L,,,1/17/2021,2215,19,Man City,3 (2),C Palace,13 (13),40.052,2.497,2.54,59.948,1.668,1.56,74.07,1.35,1.19,16.229,6.162,7.56,9.701,10.308,17.64,2-0 (13.89); 1-0 (10.67); 2-1 (10.26); 3-0 ( 8.20); 1-1 ( 7.88);,208,4-0 (1-0),4,0,1,0,2015,1700,315,3.252,2.528,0.724,2.355,1.12,1.235,0.897,1.408,-0.511,51.064,46.479,48.936,53.521,8,22.5,29.3,17.3,13.9,47.4,35,12.9,3.8,0.9,,,8,-5,01009,01012
England,Premier L,,,1/18/2021,2300,19,Arsenal,11 (12),Newcastle,15 (16),55.478,1.803,1.99,44.522,2.246,1.92,53.04,1.885,1.44,25.248,3.961,4.75,21.712,4.606,8.35,1-0 (13.56); 2-0 (11.24); 1-1 (10.27); 0-0 ( 9.27); 2-1 ( 8.52);,335,3-0 (0-0),3,0,0,0,1789,1645,144,2.923,2.576,0.347,1.775,1.078,0.697,1.148,1.498,-0.35,54.577,45.714,45.423,54.286,21.6,31.6,26.2,14.9,4.7,42.9,32.5,19.1,4.4,1.1,,,17,-3,01018,01016
England,Premier L,,,1/19/2021,2100,18,West Ham,9 (6),West Bromwich,19 (18),55.771,1.793,1.96,44.229,2.261,1.88,62.62,1.597,1.56,21.182,4.721,4.16,16.198,6.174,5.85,1-0 (17.04); 2-0 (17.04); 0-0 ( 9.54); 1-1 ( 6.00); 2-1 ( 6.00);,30,2-1 (1-0),2,1,1,0,1806,1502,304,2.778,2.447,0.331,1.303,0.976,0.327,1.475,1.471,0.004,53.169,47.596,46.831,52.404,16.8,30,30,10,6.6,56.8,20,16.6,6.6,0,,,10,-3,01022,01006
England,Premier L,,,1/19/2021,2315,18,Leicester,2 (9),Chelsea,7 (7),50.713,1.972,1.97,49.288,2.029,1.87,48.065,2.081,2.89,25.57,3.911,3.44,26.365,3.793,2.45,1-1 (11.73); 1-0 (11.39); 2-1 ( 9.10); 2-0 ( 8.84); 1-2 ( 7.54);,200,2-0 (2-0),2,0,2,0,1875,1829,46,2.817,2.859,-0.042,1.5,1.813,-0.313,1.317,1.046,0.271,53.659,50.352,46.341,49.648,20.5,33.5,26,14,4.5,34,35,22.5,7,1,,,11,-15,01042,01019
England,Premier L,,,1/20/2021,2100,01,Man City,2 (2),Aston Villa,10 (5),37.606,2.659,2.66,62.394,1.603,1.5,71.659,1.396,1.27,15.748,6.35,6.13,12.593,7.941,11.12,2-0 (13.80); 2-1 ( 9.70); 4-0 ( 8.24); 3-0 ( 7.91); 1-0 ( 7.07);,160,2-0 (0-0),2,0,0,0,2021,1796,225,3.254,2.659,0.596,2.36,1,1.36,0.894,1.659,-0.765,50.883,46.108,49.117,53.892,12.8,15,29.3,16.8,17.5,47.1,33.1,11.8,5.6,1.8,90,,8,10,01009,01003
England,Premier L,,,1/20/2021,2315,18,Fulham,18 (17),Man Utd,1 (1),43.183,2.316,2.07,56.817,1.76,1.85,15.524,6.442,5.91,20.054,4.987,4.2,64.423,1.552,1.62,0-2 (16.85); 1-2 ( 9.69); 0-3 ( 9.41); 0-1 ( 8.77); 2-2 ( 7.52);,68,1-2 (1-1),1,2,1,1,1591,1977,-386,3,2.634,0.366,0.946,1.627,-0.681,2.054,1.007,1.047,53.763,50.352,46.237,49.648,45.9,26.4,20.5,5.8,1.4,13.5,19.1,36.7,20.5,7.3,,,7,5,01010,01020
England,Premier L,,,1/21/2021,2300,18,Liverpool,4 (1),Burnley,17 (19),40.245,2.485,2.59,59.755,1.673,1.54,72.853,1.373,1.21,16.617,6.018,7.08,10.53,9.497,15.7,2-0 (13.57); 2-1 (10.61); 1-0 (10.09); 3-0 ( 8.38); 1-1 ( 7.89);,215,0-1 (0-0),0,1,0,0,1998,1699,299,3.144,2.353,0.792,2.074,0.966,1.108,1.07,1.386,-0.316,55.282,43.961,44.718,56.039,9.2,21.8,29.3,18.1,13,46.3,36.2,12,4.6,0.9,,,-12,-1,01002,01030
England,Premier L,,,1/23/2021,2300,11,Aston Villa,11 (15),Newcastle,15 (16),54.977,1.819,2.29,45.023,2.221,1.68,55.184,1.812,1.55,24.437,4.092,4.59,20.379,4.907,6.21,1-0 (13.97); 2-0 (11.74); 0-0 ( 9.56); 1-1 ( 9.42); 2-1 ( 7.92);,306,2-0 (2-0),2,0,2,0,1787,1631,156,2.655,2.577,0.078,0.994,1.073,-0.079,1.661,1.504,0.157,45.833,45.528,54.167,54.472,21,30.7,25.8,16,4.9,45.5,30.7,18.3,4.2,1.3,,,10,-6,01003,01016
England,Premier L,,,1/26/2021,2100,20,Newcastle,16 (15),Leeds,12 (12),54.784,1.825,2.32,45.216,2.212,1.68,40.841,2.449,4.02,26.126,3.828,3.95,33.033,3.027,1.92,1-0 (11.76); 1-1 (10.58); 0-0 ( 9.73); 0-1 ( 8.76); 2-0 ( 8.37);,288,1-2 (0-1),1,2,0,1,1619,1702,-83,2.575,3.556,-0.981,1.069,1.667,-0.598,1.506,1.889,-0.383,45.344,50,54.656,50,27.8,33.6,23.9,10,3.8,35,31.5,20.1,9,2.7,,,-11,1,01016,01035
England,Premier L,,,1/26/2021,2100,20,C Palace,13 (13),West Ham,7 (8),54.649,1.83,1.7,45.351,2.205,2.27,37.603,2.659,3.3,26.981,3.706,3.32,35.416,2.824,2.4,1-1 (14.22); 1-0 (13.45); 1-2 ( 8.11); 0-1 ( 7.99); 0-0 ( 7.56);,384,2-3 (1-2),2,3,1,2,1693,1809,-116,2.533,2.779,-0.246,1.116,1.305,-0.189,1.418,1.474,-0.056,46.316,53.333,53.684,46.667,24,42.7,21.8,8.3,2.8,31.5,33.3,19,11.7,3.1,90,,5,10,01012,01022
England,Premier L,,,1/26/2021,2315,20,West Bromwich,19 (19),Man City,2 (6),65.592,1.525,2.65,34.408,2.906,1.51,6.67,14.993,16.53,19.138,5.225,7.63,74.192,1.348,1.19,0-1 (23.16); 0-2 (23.16); 1-1 ( 9.87); 1-2 ( 9.87); 0-0 ( 6.00);,11,0-5 (0-4),0,5,0,4,1498,2029,-531,2.45,3.25,-0.8,0.976,2.359,-1.383,1.474,0.891,0.583,47.847,50.704,52.153,49.296,63.8,27.2,9,0,0,9.4,36.3,36.3,9,9,,,-3,10,01006,01009
England,Premier L,,,1/26/2021,2315,20,Southampton,10 (4),Arsenal,11 (9),52.144,1.918,1.88,47.856,2.09,2.02,44.055,2.27,3.5,26.246,3.81,3.48,29.699,3.367,2.23,1-1 (12.46); 1-0 (11.57); 2-1 ( 8.86); 2-0 ( 8.22); 0-1 ( 7.81);,331,1-3 (1-2),1,3,1,2,1817,1802,15,2.595,2.923,-0.328,1.292,1.779,-0.487,1.303,1.144,0.159,50,54.386,50,45.614,22.3,35.6,25.3,12,3.3,32.5,35,21.7,8.1,2.1,,,0,9,01004,01018
England,Premier L,,,1/27/2021,2100,20,Burnley,15 (16),Aston Villa,8 (5),54.32,1.841,1.96,45.681,2.189,1.94,40.472,2.471,4.07,26.932,3.713,3.67,32.597,3.068,1.98,1-1 (13.97); 1-0 (12.74); 0-1 ( 8.38); 2-1 ( 7.74); 0-0 ( 7.64);,463,3-2 (0-1),3,2,0,1,1735,1798,-63,2.346,2.651,-0.305,0.966,1,-0.034,1.38,1.651,-0.271,43.75,45.562,56.25,54.438,23.8,39.7,22,10.5,3.4,32.1,35.2,19,9.7,3.4,,,-7,10,01030,01003
England,Premier L,,,1/27/2021,2100,20,Chelsea,9 (6),Wolves,14 (15),53.874,1.856,1.95,46.126,2.168,1.95,49.05,2.039,1.62,25.911,3.859,4.21,25.04,3.994,5.93,1-0 (11.35); 1-1 (11.19); 2-0 ( 8.89); 2-1 ( 8.77); 0-0 ( 8.71);,415,0-0 (0-0),0,0,0,0,1810,1711,99,2.856,2.463,0.393,1.807,1.253,0.554,1.049,1.211,-0.161,50.175,52.632,49.825,47.368,23.8,31,24.3,14.6,4.3,36.6,36.1,21.6,5,0.7,,,-9,-17,01019,01031
England,Premier L,,,1/27/2021,2230,20,Brighton,17 (18),Fulham,18 (18),59.062,1.693,1.71,40.938,2.443,2.24,46.823,2.136,2.12,26.657,3.751,3.43,26.521,3.771,3.84,1-0 (14.03); 0-0 (11.77); 1-1 (10.89); 0-1 ( 9.14); 2-0 ( 8.97);,142,0-0 (0-0),0,0,0,0,1676,1584,92,2.459,3,-0.541,0.977,0.947,0.031,1.481,2.053,-0.572,51.128,54.255,48.872,45.745,27.7,33,21.1,12.6,4.2,42.5,33,15.4,4.9,2.8,,,1,6,01036,01010
England,Premier L,,,1/27/2021,2315,20,Everton,6 (11),Leicester,3 (2),49.626,2.015,1.83,50.374,1.985,2.09,34.559,2.894,2.91,25.417,3.934,3.31,40.024,2.498,2.67,1-1 (10.62); 0-1 ( 9.69); 2-1 ( 8.96); 1-0 ( 8.23); 0-0 ( 7.51);,219,1-1 (1-0),1,1,1,0,1810,1893,-83,2.717,2.814,-0.096,1.413,1.502,-0.089,1.304,1.312,-0.008,51.59,53.441,48.41,46.559,29.1,31.9,26.9,8.2,3.1,25.8,33.3,22.8,12.3,4.5,,,2,13,01017,01042
England,Premier L,,,1/27/2021,2315,20,Man Utd,1 (9),Sheff Utd,20 (20),47.581,2.102,2.35,52.419,1.908,1.66,81.792,1.223,1.27,13.129,7.617,6.44,5.079,19.688,11.73,2-0 (21.09); 1-0 (12.67); 2-1 (11.31); 3-0 ( 9.82); 4-0 ( 7.03);,43,1-2 (0-1),1,2,0,1,1983,1549,434,2.635,2.105,0.53,1.628,0.86,0.768,1.007,1.246,-0.239,50.526,40.351,49.474,59.649,7.2,20.9,34.8,16.2,11.6,60.6,32.5,4.6,2.3,0,,,8,-1,01020,01024
England,Premier L,,,1/28/2021,2300,20,Tottenham,5 (7),Liverpool,4 (13),48.618,2.057,2.18,51.382,1.946,1.75,41.515,2.409,3.33,25.517,3.919,3.72,32.969,3.033,2.21,2-1 ( 9.23); 1-1 ( 8.95); 2-0 ( 8.79); 1-0 ( 8.52); 0-1 ( 7.95);,115,1-3 (0-1),1,3,0,1,1898,1961,-63,2.842,3.137,-0.295,1.771,2.067,-0.296,1.07,1.07,0,52.465,55.088,47.535,44.912,25.4,28.6,29.5,11.3,5.2,29.8,31.3,26.9,8.6,1.7,,,1,-17,01001,01002
England,Premier L,,,1/30/2021,1530,21,Everton,7 (8),Newcastle,16 (17),58.069,1.722,1.87,41.931,2.385,2.04,56.881,1.758,1.62,24.796,4.033,4,18.323,5.458,6.32,1-0 (16.34); 2-0 (12.13); 1-1 (10.38); 0-0 ( 9.70); 2-1 ( 7.70);,172,0-2 (0-0),0,2,0,0,1809,1598,211,2.715,2.577,0.138,1.412,1.069,0.343,1.303,1.508,-0.205,51.761,45.565,48.239,54.435,20,33.7,25,14.5,4.6,48.5,30.8,16.8,3.4,0.5,,90,2,-11,01017,01016
England,Premier L,,,1/30/2021,1800,21,Man City,1 (1),Sheff Utd,20 (20),57.478,1.74,2.77,42.522,2.352,1.47,82.3,1.215,1.13,13.375,7.477,9.78,4.326,23.118,26.78,2-0 (26.43); 1-0 (17.30); 2-1 ( 9.55); 3-0 ( 9.13); 1-1 ( 6.25);,68,1-0 (1-0),1,0,1,0,2035,1587,448,3.256,2.121,1.135,2.368,0.879,1.489,0.888,1.241,-0.354,50.526,41.379,49.474,58.621,7.6,25,38.2,13.2,5.8,69.2,25,4.4,1.4,0,,,9,-1,01009,01024
England,Premier L,,,1/30/2021,1800,21,West Bromwich,19 (19),Fulham,18 (18),56.843,1.759,1.7,43.157,2.317,2.26,35.809,2.793,3.46,18.548,5.391,3.27,45.643,2.191,2.34,1-0 (29.64); 0-0 ( 9.92); 1-1 ( 7.39); 1-2 ( 7.39); 1-3 ( 7.39);,9,2-2 (0-1),2,2,0,1,1491,1594,-103,2.462,2.968,-0.507,0.971,0.937,0.035,1.49,2.032,-0.541,47.619,53.684,52.381,46.316,22.3,66.6,11.1,0,0,44.5,11.1,11.1,11.1,11.1,,,4,-1,01006,01010
England,Premier L,,,1/30/2021,1800,21,C Palace,14 (14),Wolves,13 (15),54.544,1.833,1.53,45.456,2.2,2.65,41.501,2.41,3.1,26.238,3.811,3.14,32.261,3.1,2.62,1-0 (12.39); 1-1 (11.32); 0-0 ( 9.18); 0-1 ( 8.39); 2-0 ( 7.92);,492,1-0 (0-0),1,0,0,0,1673,1721,-48,2.542,2.438,0.104,1.119,1.24,-0.121,1.423,1.198,0.225,46.503,52.083,53.497,47.917,26.3,35.5,22.7,11.1,3.2,34.9,31.9,20.3,9.3,2.8,,,5,-17,01012,01031
England,Premier L,,,1/30/2021,2030,21,Arsenal,9 (9),Man Utd,2 (1),45.978,2.175,2.09,54.023,1.851,1.81,32.089,3.116,2.9,24.77,4.037,3.52,43.141,2.318,2.55,1-1 (10.78); 0-1 (10.06); 2-1 ( 8.46); 1-2 ( 8.44); 0-2 ( 7.88);,161,0-0 (0-0),0,0,0,0,1841,1944,-103,2.927,2.636,0.29,1.783,1.626,0.157,1.143,1.01,0.133,54.545,50.699,45.455,49.301,29.5,31.6,24.8,8.6,4.3,20.1,34.1,26.7,15.5,2.4,,,9,8,01018,01020
England,Premier L,,,1/30/2021,2300,21,Southampton,11 (5),Aston Villa,10 (7),53.934,1.854,2.27,46.066,2.171,1.7,41.355,2.418,2.9,26.941,3.712,3.74,31.703,3.154,2.44,1-1 (14.05); 1-0 (13.31); 1-2 ( 9.23); 0-1 ( 7.64); 0-0 ( 7.24);,468,0-1 (0-1),0,1,0,1,1777,1780,-3,2.6,2.665,-0.065,1.291,1.006,0.285,1.309,1.659,-0.35,50.175,45.882,49.825,54.118,22.4,41.2,20.7,11.5,3.4,32.3,34.1,22.4,8.1,2.5,,,-8,-1,01004,01003
England,Premier L,,,1/31/2021,1500,21,Chelsea,8 (4),Burnley,15 (16),54.348,1.84,2.09,45.652,2.19,1.81,44.886,2.228,1.36,26.3,3.802,5.2,28.814,3.471,9.96,1-0 (12.32); 1-1 (11.66); 0-0 ( 8.74); 0-1 ( 8.27); 1-2 ( 8.04);,453,2-0 (1-0),2,0,1,0,1799,1752,47,2.846,2.359,0.487,1.801,0.976,0.825,1.045,1.383,-0.337,50,44.019,50,55.981,24.7,34.8,21.6,14.3,3.3,35.4,33.5,23.1,5.9,1.9,,,-9,1,01019,01030
