fixture_datetime,date,league,country,season,home,away,model_variant,run_asof_datetime,scope_country,scope_league,scope_season_start,scope_season_end,horizon_days,next_round_only,next_round_span_days,upcoming_rows_in,upcoming_rows_parsed,upcoming_rows_after_past,upcoming_rows_after_window,upcoming_rows_after_league,upcoming_rows_after_horizon,upcoming_rows_after_dedupe,upcoming_rows_after_next_round,upcoming_rows_after_filters,mu_home,mu_away,mu_home_raw,mu_away_raw,mu_goal_multiplier,mu_total,p_over25,p_under25,p_over_2_5,p_under_2_5,pred_ou25,odds_over25,odds_under25,odds_over_2_5,odds_under_2_5,EV_over25,EV_under25,p_btts_yes,p_btts_no,pred_btts,odds_btts_yes,odds_btts_no,EV_btts_yes,EV_btts_no,timing_usable,timing_home_usable,timing_away_usable,timing_home_matches,timing_away_matches,timing_home_goals_scored,timing_home_goals_conceded,timing_away_goals_scored,timing_away_goals_conceded,timing_early_share,timing_late_share,slow_start_flag,late_goal_flag,neff_sim_H,neff_sim_A,press_stats_n_H,press_stats_n_A,xg_stats_n_H,xg_stats_n_A,sterile_flag,assassin_flag,sterile_H,sterile_A,assassin_H,assassin_A,_backtest_date,fixture_date,date_actual,ft_home,ft_away,result
2025-11-08T19:00:00,2025-11-08,Serie A Brazil,Brazil,2025-2026,Sport Recife,Atletico-MG,full,2025-11-07T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,1.964387583732605,2.377737307548523,1.155522108078003,1.3986690044403076,1.7,4.342124891281128,0.8078235884428426,0.1921764115571573,0.8078235884428426,0.1921764115571573,OU25_OVER,,,,,,,0.780006881657991,0.2199931183420089,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,13.513465163058989,9.065349517438042,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-08,2025-11-08,2025-11-08,2,4,
2025-11-08T21:00:00,2025-11-08,Serie A Brazil,Brazil,2025-2026,Vasco DA Gama,Juventude,full,2025-11-07T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,1.4697666049003602,1.9906021237373352,0.8645685911178589,1.1709424257278442,1.7,3.4603687286376954,0.6717519469771743,0.3282480530228256,0.6717519469771743,0.3282480530228256,OU25_OVER,,,,,,,0.664825877510475,0.335174122489525,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,8.059953796731307,14.342961443348589,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-08,2025-11-08,2025-11-08,1,3,
2025-11-08T21:30:00,2025-11-08,Serie A Brazil,Brazil,2025-2026,Internacional,Bahia,full,2025-11-07T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,3,3,3,3,3,3,3,3,3,2.137008571624756,1.0058050155639648,1.257063865661621,0.5916500091552734,1.7,3.1428135871887206,0.6080184960496245,0.3919815039503754,0.6080184960496245,0.3919815039503754,OU25_OVER,,,,,,,0.5594037813746301,0.4405962186253699,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,13.849419582922746,14.02568723228159,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-08,2025-11-08,2025-11-08,2,2,
2025-11-09T00:00:00,2025-11-09,Serie A Brazil,Brazil,2025-2026,Sao Paulo,RB Bragantino,full,2025-11-08T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,7,7,7,7,7,7,7,7,7,0.8536112248897553,0.9822246968746186,0.5021242499351501,0.577779233455658,1.7,1.8358359217643736,0.2789930687601171,0.7210069312398829,0.2789930687601171,0.7210069312398829,OU25_UNDER,,,,,,,0.359128835521347,0.640871164478653,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,12.2736510693024,14.191220049821554,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-09,2025-11-09,2025-11-09,0,1,
2025-11-09T19:00:00,2025-11-09,Serie A Brazil,Brazil,2025-2026,Corinthians,Ceara,full,2025-11-08T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,7,7,7,7,7,7,7,7,7,1.1884132862091064,0.9539669811725616,0.6990666389465332,0.5611570477485657,1.7,2.142380267381668,0.3617988788590273,0.6382011211409726,0.3617988788590273,0.6382011211409726,OU25_UNDER,,,,,,,0.4274608986258724,0.5725391013741276,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,12.116682188327667,14.596643096316244,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-09,2025-11-09,2025-11-09,0,1,
2025-11-09T19:00:00,2025-11-09,Serie A Brazil,Brazil,2025-2026,Cruzeiro,Fluminense,full,2025-11-08T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,7,7,7,7,7,7,7,7,7,1.3277934551239012,0.5602330714464188,0.7810549736022949,0.3295488655567169,1.7,1.88802652657032,0.2930480441996909,0.7069519558003091,0.2930480441996909,0.7069519558003091,OU25_UNDER,,,,,,,0.315232806004864,0.6847671939951361,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,14.83336133421998,7.985963129383854,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-09,2025-11-09,2025-11-09,0,0,
2025-11-09T19:00:00,2025-11-09,Serie A Brazil,Brazil,2025-2026,Vitoria,Botafogo,full,2025-11-08T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,7,7,7,7,7,7,7,7,7,0.8964636027812958,0.6023298472166061,0.527331531047821,0.3543116748332977,1.7,1.498793449997902,0.1908503571439189,0.809149642856081,0.1908503571439189,0.809149642856081,OU25_UNDER,,,,,,,0.2678550662642557,0.7321449337357443,BTTS_NO,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,13.528342897708704,13.653823083051908,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-09,2025-11-09,2025-11-09,0,0,
2025-11-09T21:30:00,2025-11-09,Serie A Brazil,Brazil,2025-2026,Flamengo,Santos,full,2025-11-08T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,7,7,7,7,7,7,7,7,7,4.51982524394989,1.370387142896652,2.658720731735229,0.8061100840568542,1.7,5.8902123868465415,0.926071530408917,0.073928469591083,0.926071530408917,0.073928469591083,OU25_OVER,,,,,,,0.7378668594435683,0.2621331405564316,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,13.085426083777769,5.025242849483721,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-09,2025-11-09,2025-11-09,3,2,
2025-11-09T23:30:00,2025-11-09,Serie A Brazil,Brazil,2025-2026,Fortaleza EC,Gremio,full,2025-11-08T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,7,7,7,7,7,7,7,7,7,1.6340076744556429,1.5281852781772614,0.9611809849739076,0.8989325165748596,1.7,3.162192952632904,0.6121480958293397,0.3878519041706603,0.6121480958293397,0.3878519041706603,OU25_OVER,,,,,,,0.6302579057623098,0.3697420942376902,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,14.519580847867516,12.197804136672415,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-09,2025-11-09,2025-11-09,2,2,
2025-11-09T23:30:00,2025-11-09,Serie A Brazil,Brazil,2025-2026,Mirassol,Palmeiras,full,2025-11-08T23:59:59.999999,,,2025-08-01,2026-07-01,7,1,3,7,7,7,7,7,7,7,7,7,1.898967659473419,1.296469759941101,1.1170397996902466,0.7626292705535889,1.7,3.19543741941452,0.6191379424623267,0.3808620575376733,0.6191379424623267,0.3808620575376733,OU25_OVER,,,,,,,0.6177299091303798,0.3822700908696201,BTTS_YES,,,,,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.1666666666666666,0,0,5.995190998490962,10.916216161576983,10.0,10.0,10.0,10.0,0,0,0,0,0,0,2025-11-09,2025-11-09,2025-11-09,2,1,
